district,year_month,demand_enrolments,demand_updates,demand_total
Koraput,2025-02,478,168,646
Koraput,2025-03,320,112,432
Koraput,2025-04,254,90,344
Koraput,2025-05,196,70,266
Koraput,2025-06,248,86,334
Koraput,2025-07,58,20,78
Koraput,2025-08,412,144,556
Koraput,2025-09,292,102,394
Koraput,2025-10,322,112,434
Koraput,2025-11,284,98,382
Koraput,2025-12,276,98,374
Korba,2025-01,82,29,111
Korba,2025-02,140,49,189
Korba,2025-03,97,34,131
Korba,2025-04,25,9,34
Korba,2025-05,80,28,108
Korba,2025-06,88,31,119
Korba,2025-07,37,13,50
Korba,2025-08,158,55,213
Korba,2025-09,128,45,173
Korba,2025-10,133,47,180
Korba,2025-11,104,36,140
Korba,2025-12,99,35,134
Koriya,2025-01,34,12,46
Koriya,2025-02,75,26,101
Koriya,2025-03,34,12,46
Koriya,2025-04,7,2,9
Koriya,2025-05,30,10,40
Koriya,2025-06,19,7,26
Koriya,2025-07,13,5,18
Koriya,2025-08,76,27,103
Koriya,2025-09,58,20,78
Koriya,2025-10,40,14,54
Koriya,2025-11,54,19,73
Koriya,2025-12,88,31,119
Kota,2025-01,202,71,273
Kota,2025-02,315,110,425
Kota,2025-03,136,48,184
Kota,2025-04,104,36,140
Kota,2025-05,199,70,269
Kota,2025-06,140,49,189
Kota,2025-07,142,50,192
Kota,2025-08,235,82,317
Kota,2025-09,242,85,327
Kota,2025-10,296,104,400
Kota,2025-11,172,60,232
Kota,2025-12,203,71,274
Kottayam,2025-01,66,23,89
Kottayam,2025-02,143,50,193
Kottayam,2025-03,61,21,82
Kottayam,2025-04,9,3,12
Kottayam,2025-05,66,23,89
Kottayam,2025-06,24,8,32
Kottayam,2025-07,31,11,42
Kottayam,2025-08,97,34,131
Kottayam,2025-09,104,36,140
Kottayam,2025-10,89,31,120
Kottayam,2025-11,84,29,113
Kottayam,2025-12,74,26,100
Kozhikode,2025-01,134,47,181
Kozhikode,2025-02,286,100,386
Kozhikode,2025-03,145,51,196
Kozhikode,2025-04,35,12,47
Kozhikode,2025-05,200,70,270
Kozhikode,2025-06,104,36,140
Kozhikode,2025-07,58,20,78
Kozhikode,2025-08,197,69,266
Kozhikode,2025-09,229,80,309
Kozhikode,2025-10,207,72,279
Kozhikode,2025-11,197,69,266
Kozhikode,2025-12,165,58,223
Kra Daadi,2025-01,5,2,7
Kra Daadi,2025-02,3,1,4
Kra Daadi,2025-03,1,0,1
Kra Daadi,2025-04,3,1,4
Kra Daadi,2025-06,2,1,3
Kra Daadi,2025-08,3,1,4
Kra Daadi,2025-10,3,1,4
Krishna,2025-01,133,47,180
Krishna,2025-02,345,121,466
Krishna,2025-03,175,61,236
Krishna,2025-04,106,37,143
Krishna,2025-05,168,59,227
Krishna,2025-06,188,66,254
Krishna,2025-07,91,32,123
Krishna,2025-08,236,83,319
Krishna,2025-09,211,74,285
Krishna,2025-10,211,74,285
Krishna,2025-11,179,63,242
Krishna,2025-12,167,58,225
Krishnagiri,2025-01,132,46,178
Krishnagiri,2025-02,220,77,297
Krishnagiri,2025-03,168,59,227
Krishnagiri,2025-04,55,19,74
Krishnagiri,2025-05,94,33,127
Krishnagiri,2025-06,95,33,128
Krishnagiri,2025-07,78,27,105
Krishnagiri,2025-08,159,56,215
Krishnagiri,2025-09,146,51,197
Krishnagiri,2025-10,132,46,178
Krishnagiri,2025-11,117,41,158
Krishnagiri,2025-12,172,60,232
Kulgam,2025-01,31,11,42
Kulgam,2025-02,48,17,65
Kulgam,2025-03,9,3,12
Kulgam,2025-04,18,6,24
Kulgam,2025-05,20,7,27
Kulgam,2025-06,14,5,19
Kulgam,2025-07,12,4,16
Kulgam,2025-08,36,13,49
Kulgam,2025-09,52,18,70
Kulgam,2025-10,29,10,39
Kulgam,2025-11,31,11,42
Kulgam,2025-12,6,2,8
Kullu,2025-01,124,43,167
Kullu,2025-02,41,14,55
Kullu,2025-03,20,7,27
Kullu,2025-05,22,8,30
Kullu,2025-06,28,10,38
Kullu,2025-07,21,7,28
Kullu,2025-08,41,14,55
Kullu,2025-09,26,9,35
Kullu,2025-10,30,10,40
Kullu,2025-11,38,13,51
Kullu,2025-12,26,9,35
Kupwara,2025-01,150,52,202
Kupwara,2025-02,208,72,280
Kupwara,2025-03,160,56,216
Kupwara,2025-04,116,40,156
Kupwara,2025-05,156,54,210
Kupwara,2025-06,172,60,232
Kupwara,2025-07,88,30,118
Kupwara,2025-08,184,64,248
Kupwara,2025-09,178,62,240
Kupwara,2025-10,190,66,256
Kupwara,2025-11,132,46,178
Kupwara,2025-12,64,22,86
Kurnool,2025-01,276,97,373
Kurnool,2025-02,493,173,666
Kurnool,2025-03,363,127,490
Kurnool,2025-04,182,64,246
Kurnool,2025-05,333,117,450
Kurnool,2025-06,323,113,436
Kurnool,2025-07,153,54,207
Kurnool,2025-08,375,131,506
Kurnool,2025-09,308,108,416
Kurnool,2025-10,303,106,409
Kurnool,2025-11,260,91,351
Kurnool,2025-12,287,100,387
Kurukshetra,2025-01,127,44,171
Kurukshetra,2025-02,88,31,119
Kurukshetra,2025-03,50,18,68
Kurukshetra,2025-04,36,13,49
Kurukshetra,2025-05,52,18,70
Kurukshetra,2025-06,36,13,49
Kurukshetra,2025-07,31,11,42
Kurukshetra,2025-08,71,25,96
Kurukshetra,2025-09,83,29,112
Kurukshetra,2025-10,77,27,104
Kurukshetra,2025-11,62,22,84
Kurukshetra,2025-12,45,16,61
Kurung Kumey,2025-01,7,2,9
Kurung Kumey,2025-02,3,1,4
Kurung Kumey,2025-03,1,0,1
Kurung Kumey,2025-04,1,0,1
Kurung Kumey,2025-05,1,0,1
Kurung Kumey,2025-06,4,1,5
Kurung Kumey,2025-07,2,1,3
Kurung Kumey,2025-08,2,1,3
Kurung Kumey,2025-11,1,0,1
Kurung Kumey,2025-12,3,1,4
Kushi Nagar,2025-01,1570,550,2120
Kushinagar,2025-01,665,233,898
Kushinagar,2025-02,548,192,740
Kushinagar,2025-03,288,101,389
Kushinagar,2025-04,194,68,262
Kushinagar,2025-05,334,117,451
Kushinagar,2025-06,295,103,398
Kushinagar,2025-07,221,77,298
Kushinagar,2025-08,347,121,468
Kushinagar,2025-09,322,113,435
Kushinagar,2025-10,470,164,634
Kushinagar,2025-11,252,88,340
Kushinagar,2025-12,290,102,392
Kushinagar *,2025-06,1,0,1
Lahul & Spiti,2025-04,1,0,1
Lahul & Spiti,2025-05,3,1,4
Lahul & Spiti,2025-07,1,0,1
Lahul & Spiti,2025-08,3,1,4
Lahul & Spiti,2025-09,3,1,4
Lahul & Spiti,2025-10,1,0,1
Lahul & Spiti,2025-12,2,1,3
Lahul and Spiti,2025-01,1,0,1
Lahul and Spiti,2025-02,1,0,1
Lahul and Spiti,2025-03,1,0,1
Lahul and Spiti,2025-09,2,1,3
Lahul and Spiti,2025-10,3,1,4
Lahul and Spiti,2025-11,1,0,1
Lakhimpur,2025-01,2947,1031,3978
Lakhimpur,2025-02,235,82,317
Lakhimpur,2025-03,113,40,153
Lakhimpur,2025-04,82,29,111
Lakhimpur,2025-05,136,48,184
Lakhimpur,2025-06,160,56,216
Lakhimpur,2025-07,48,17,65
Lakhimpur,2025-08,151,53,204
Lakhimpur,2025-09,158,55,213
Lakhimpur,2025-10,119,42,161
Lakhimpur,2025-11,125,44,169
Lakhimpur,2025-12,108,38,146
Lakhisarai,2025-01,2486,870,3356
Lakhisarai,2025-02,149,52,201
Lakhisarai,2025-03,115,40,155
Lakhisarai,2025-04,41,14,55
Lakhisarai,2025-05,119,42,161
Lakhisarai,2025-06,93,33,126
Lakhisarai,2025-07,19,7,26
Lakhisarai,2025-08,149,52,201
Lakhisarai,2025-09,127,44,171
Lakhisarai,2025-10,140,49,189
Lakhisarai,2025-11,100,35,135
Lakhisarai,2025-12,125,44,169
Lakshadweep,2025-01,3,1,4
Lakshadweep,2025-02,13,5,18
Lakshadweep,2025-03,5,2,7
Lakshadweep,2025-04,2,1,3
Lakshadweep,2025-05,5,2,7
Lakshadweep,2025-06,7,2,9
Lakshadweep,2025-07,1,0,1
Lakshadweep,2025-08,4,1,5
Lakshadweep,2025-09,5,2,7
Lakshadweep,2025-10,10,4,14
Lakshadweep,2025-11,8,3,11
Lakshadweep,2025-12,4,1,5
Lalitpur,2025-01,347,121,468
Lalitpur,2025-02,199,70,269
Lalitpur,2025-03,115,40,155
Lalitpur,2025-04,92,32,124
Lalitpur,2025-05,112,39,151
Lalitpur,2025-06,120,42,162
Lalitpur,2025-07,61,21,82
Lalitpur,2025-08,139,49,188
Lalitpur,2025-09,143,50,193
Lalitpur,2025-10,164,57,221
Lalitpur,2025-11,139,49,188
Lalitpur,2025-12,186,65,251
Latehar,2025-01,55,19,74
Latehar,2025-02,99,35,134
Latehar,2025-03,29,10,39
Latehar,2025-04,9,3,12
Latehar,2025-05,68,24,92
Latehar,2025-06,66,23,89
Latehar,2025-07,40,14,54
Latehar,2025-08,104,36,140
Latehar,2025-09,120,42,162
Latehar,2025-10,120,42,162
Latehar,2025-11,115,40,155
Latehar,2025-12,92,32,124
Latur,2025-01,1713,600,2313
Latur,2025-02,270,94,364
Latur,2025-03,159,56,215
Latur,2025-04,127,44,171
Latur,2025-05,95,33,128
Latur,2025-06,108,38,146
Latur,2025-07,69,24,93
Latur,2025-08,248,87,335
Latur,2025-09,231,81,312
Latur,2025-10,260,91,351
Latur,2025-11,242,85,327
Latur,2025-12,195,68,263
Lawngtlai,2025-01,889,311,1200
Lawngtlai,2025-02,11,4,15
Lawngtlai,2025-03,11,4,15
Lawngtlai,2025-04,9,3,12
Lawngtlai,2025-05,18,6,24
Lawngtlai,2025-06,19,7,26
Lawngtlai,2025-07,4,1,5
Lawngtlai,2025-08,24,8,32
Lawngtlai,2025-09,37,13,50
Lawngtlai,2025-10,48,17,65
Lawngtlai,2025-11,22,8,30
Lawngtlai,2025-12,21,7,28
Leh,2025-01,4,2,6
Leh,2025-02,32,10,42
Leh,2025-04,12,4,16
Leh,2025-05,22,8,30
Leh,2025-06,14,6,20
Leh,2025-07,4,2,6
Leh,2025-08,26,8,34
Leh,2025-09,14,4,18
Leh,2025-10,34,12,46
Leh,2025-11,30,12,42
Leh,2025-12,12,4,16
Leparada,2025-09,1,0,1
Lohardaga,2025-01,710,248,958
Lohardaga,2025-02,103,36,139
Lohardaga,2025-03,22,8,30
Lohardaga,2025-04,7,2,9
Lohardaga,2025-05,61,21,82
Lohardaga,2025-06,40,14,54
Lohardaga,2025-07,46,16,62
Lohardaga,2025-08,76,27,103
Lohardaga,2025-09,84,29,113
Lohardaga,2025-10,59,21,80
Lohardaga,2025-11,63,22,85
Lohardaga,2025-12,47,16,63
Lohit,2025-01,3,1,4
Lohit,2025-02,8,3,11
Lohit,2025-03,2,1,3
Lohit,2025-04,1,0,1
Lohit,2025-05,2,1,3
Lohit,2025-07,1,0,1
Lohit,2025-08,15,5,20
Lohit,2025-09,3,1,4
Lohit,2025-10,2,1,3
Lohit,2025-11,3,1,4
Lohit,2025-12,6,2,8
Longding,2025-01,432,151,583
Longding,2025-02,16,6,22
Longding,2025-03,17,6,23
Longding,2025-04,10,4,14
Longding,2025-05,5,2,7
Longding,2025-06,26,9,35
Longding,2025-07,33,12,45
Longding,2025-08,27,9,36
Longding,2025-09,22,8,30
Longding,2025-10,23,8,31
Longding,2025-11,17,6,23
Longding,2025-12,22,8,30
Longleng,2025-01,727,254,981
Longleng,2025-02,15,5,20
Longleng,2025-03,5,2,7
Longleng,2025-04,2,1,3
Longleng,2025-05,6,2,8
Longleng,2025-06,4,1,5
Longleng,2025-07,5,2,7
Longleng,2025-08,20,7,27
Longleng,2025-09,1,0,1
Longleng,2025-10,5,2,7
Longleng,2025-11,2,1,3
Longleng,2025-12,5,2,7
Lower Dibang Valley,2025-01,1,0,1
Lower Dibang Valley,2025-03,3,1,4
Lower Dibang Valley,2025-04,1,0,1
Lower Dibang Valley,2025-06,1,0,1
Lower Dibang Valley,2025-07,1,0,1
Lower Dibang Valley,2025-08,7,2,9
Lower Dibang Valley,2025-09,3,1,4
Lower Dibang Valley,2025-10,6,2,8
Lower Dibang Valley,2025-11,3,1,4
Lower Dibang Valley,2025-12,5,2,7
Lower Siang,2025-01,1,0,1
Lower Siang,2025-03,2,1,3
Lower Siang,2025-04,3,1,4
Lower Siang,2025-05,2,1,3
Lower Siang,2025-06,3,1,4
Lower Siang,2025-08,2,1,3
Lower Siang,2025-09,2,1,3
Lower Siang,2025-10,2,1,3
Lower Subansiri,2025-01,6,2,8
Lower Subansiri,2025-02,4,1,5
Lower Subansiri,2025-03,7,2,9
Lower Subansiri,2025-04,4,1,5
Lower Subansiri,2025-05,3,1,4
Lower Subansiri,2025-06,1,0,1
Lower Subansiri,2025-07,5,2,7
Lower Subansiri,2025-08,3,1,4
Lower Subansiri,2025-09,4,1,5
Lower Subansiri,2025-10,2,1,3
Lower Subansiri,2025-11,5,2,7
Lower Subansiri,2025-12,2,1,3
Lucknow,2025-01,7150,2502,9652
Lucknow,2025-02,922,323,1245
Lucknow,2025-03,444,155,599
Lucknow,2025-04,371,130,501
Lucknow,2025-05,325,114,439
Lucknow,2025-06,454,159,613
Lucknow,2025-07,285,100,385
Lucknow,2025-08,559,196,755
Lucknow,2025-09,709,248,957
Lucknow,2025-10,679,238,917
Lucknow,2025-11,408,143,551
Lucknow,2025-12,513,180,693
Ludhiana,2025-01,9424,3298,12722
Ludhiana,2025-02,332,116,448
Ludhiana,2025-03,173,61,234
Ludhiana,2025-04,71,25,96
Ludhiana,2025-05,194,68,262
Ludhiana,2025-06,105,37,142
Ludhiana,2025-07,108,38,146
Ludhiana,2025-08,239,84,323
Ludhiana,2025-09,281,98,379
Ludhiana,2025-10,349,122,471
Ludhiana,2025-11,264,92,356
Ludhiana,2025-12,213,75,288
Lunglei,2025-01,323,113,436
Lunglei,2025-02,37,13,50
Lunglei,2025-03,10,4,14
Lunglei,2025-04,2,1,3
Lunglei,2025-05,5,2,7
Lunglei,2025-06,7,2,9
Lunglei,2025-07,4,1,5
Lunglei,2025-08,15,5,20
Lunglei,2025-09,6,2,8
Lunglei,2025-10,5,2,7
Lunglei,2025-11,32,11,43
Lunglei,2025-12,25,9,34
MALDA,2025-03,1,0,1
MALDA,2025-05,1,0,1
MALDA,2025-08,2,1,3
Madhepura,2025-01,194,68,262
Madhepura,2025-02,357,125,482
Madhepura,2025-03,208,73,281
Madhepura,2025-04,192,67,259
Madhepura,2025-05,264,92,356
Madhepura,2025-06,214,75,289
Madhepura,2025-07,83,29,112
Madhepura,2025-08,258,90,348
Madhepura,2025-09,237,83,320
Madhepura,2025-10,283,99,382
Madhepura,2025-11,200,70,270
Madhepura,2025-12,263,92,355
Madhubani,2025-01,7822,2738,10560
Madhubani,2025-02,536,188,724
Madhubani,2025-03,343,120,463
Madhubani,2025-04,237,83,320
Madhubani,2025-05,577,202,779
Madhubani,2025-06,533,187,720
Madhubani,2025-07,251,88,339
Madhubani,2025-08,682,239,921
Madhubani,2025-09,661,231,892
Madhubani,2025-10,588,206,794
Madhubani,2025-11,379,133,512
Madhubani,2025-12,459,161,620
Madurai,2025-01,521,182,703
Madurai,2025-02,502,176,678
Madurai,2025-03,352,123,475
Madurai,2025-04,124,43,167
Madurai,2025-05,199,70,269
Madurai,2025-06,260,91,351
Madurai,2025-07,195,68,263
Madurai,2025-08,319,112,431
Madurai,2025-09,281,98,379
Madurai,2025-10,333,117,450
Madurai,2025-11,239,84,323
Madurai,2025-12,240,84,324
Mahabub Nagar,2025-01,59,21,80
Mahabub Nagar,2025-02,68,24,92
Mahabub Nagar,2025-03,49,17,66
Mahabub Nagar,2025-04,35,12,47
Mahabub Nagar,2025-05,17,6,23
Mahabub Nagar,2025-06,41,14,55
Mahabub Nagar,2025-07,13,5,18
Mahabub Nagar,2025-08,60,21,81
Mahabub Nagar,2025-09,68,24,92
Mahabub Nagar,2025-10,59,21,80
Mahabub Nagar,2025-11,52,18,70
Mahabub Nagar,2025-12,43,15,58
Mahabubabad,2025-01,44,15,59
Mahabubabad,2025-02,71,25,96
Mahabubabad,2025-03,55,19,74
Mahabubabad,2025-04,26,9,35
Mahabubabad,2025-05,28,10,38
Mahabubabad,2025-06,39,14,53
Mahabubabad,2025-07,17,6,23
Mahabubabad,2025-08,53,19,72
Mahabubabad,2025-09,48,17,65
Mahabubabad,2025-10,61,21,82
Mahabubabad,2025-11,56,20,76
Mahabubabad,2025-12,62,22,84
Mahabubnagar,2025-01,664,232,896
Mahabubnagar,2025-02,920,322,1242
Mahabubnagar,2025-03,692,242,934
Mahabubnagar,2025-04,490,172,662
Mahabubnagar,2025-05,286,100,386
Mahabubnagar,2025-06,554,194,748
Mahabubnagar,2025-07,232,82,314
Mahabubnagar,2025-08,734,256,990
Mahabubnagar,2025-09,782,274,1056
Mahabubnagar,2025-10,912,320,1232
Mahabubnagar,2025-11,648,226,874
Mahabubnagar,2025-12,748,262,1010
Maharajganj,2025-01,8190,2866,11056
Maharajganj,2025-02,427,149,576
Maharajganj,2025-03,238,83,321
Maharajganj,2025-04,170,59,229
Maharajganj,2025-05,261,91,352
Maharajganj,2025-06,275,96,371
Maharajganj,2025-07,167,58,225
Maharajganj,2025-08,338,118,456
Maharajganj,2025-09,494,173,667
Maharajganj,2025-10,420,147,567
Maharajganj,2025-11,260,91,351
Maharajganj,2025-12,293,103,396
Mahasamund,2025-01,89,31,120
Mahasamund,2025-02,115,40,155
Mahasamund,2025-03,100,35,135
Mahasamund,2025-04,51,18,69
Mahasamund,2025-05,69,24,93
Mahasamund,2025-06,61,21,82
Mahasamund,2025-07,52,18,70
Mahasamund,2025-08,113,40,153
Mahasamund,2025-09,113,40,153
Mahasamund,2025-10,126,44,170
Mahasamund,2025-11,104,36,140
Mahasamund,2025-12,84,29,113
Mahbubnagar,2025-01,26,9,35
Mahbubnagar,2025-02,39,14,53
Mahbubnagar,2025-03,18,6,24
Mahbubnagar,2025-04,23,8,31
Mahbubnagar,2025-05,8,3,11
Mahbubnagar,2025-06,23,8,31
Mahbubnagar,2025-07,5,2,7
Mahbubnagar,2025-08,30,10,40
Mahbubnagar,2025-09,17,6,23
Mahbubnagar,2025-10,33,12,45
Mahbubnagar,2025-11,21,7,28
Mahbubnagar,2025-12,17,6,23
Mahendragarh,2025-01,69,24,93
Mahendragarh,2025-02,82,29,111
Mahendragarh,2025-03,59,21,80
Mahendragarh,2025-04,41,14,55
Mahendragarh,2025-05,80,28,108
Mahendragarh,2025-06,68,24,92
Mahendragarh,2025-07,40,14,54
Mahendragarh,2025-08,115,40,155
Mahendragarh,2025-09,96,34,130
Mahendragarh,2025-10,80,28,108
Mahendragarh,2025-11,60,21,81
Mahendragarh,2025-12,69,24,93
Mahesana,2025-01,2011,704,2715
Mahesana,2025-02,171,60,231
Mahesana,2025-03,85,30,115
Mahesana,2025-04,69,24,93
Mahesana,2025-05,46,16,62
Mahesana,2025-06,67,23,90
Mahesana,2025-07,42,15,57
Mahesana,2025-08,132,46,178
Mahesana,2025-09,174,61,235
Mahesana,2025-10,162,57,219
Mahesana,2025-11,184,64,248
Mahesana,2025-12,187,65,252
Mahisagar,2025-01,892,312,1204
Mahisagar,2025-02,91,32,123
Mahisagar,2025-03,34,12,46
Mahisagar,2025-04,9,3,12
Mahisagar,2025-05,11,4,15
Mahisagar,2025-06,24,8,32
Mahisagar,2025-07,16,6,22
Mahisagar,2025-08,70,24,94
Mahisagar,2025-09,59,21,80
Mahisagar,2025-10,55,19,74
Mahisagar,2025-11,56,20,76
Mahisagar,2025-12,58,20,78
Mahoba,2025-01,78,27,105
Mahoba,2025-02,139,49,188
Mahoba,2025-03,89,31,120
Mahoba,2025-04,63,22,85
Mahoba,2025-05,101,35,136
Mahoba,2025-06,84,29,113
Mahoba,2025-07,35,12,47
Mahoba,2025-08,89,31,120
Mahoba,2025-09,92,32,124
Mahoba,2025-10,121,42,163
Mahoba,2025-11,100,35,135
Mahoba,2025-12,91,32,123
Mahrajganj,2025-05,1,0,1
Maihar,2025-01,6,2,8
Maihar,2025-02,7,2,9
Maihar,2025-03,7,2,9
Maihar,2025-04,5,2,7
Maihar,2025-05,4,1,5
Maihar,2025-06,8,3,11
Maihar,2025-07,1,0,1
Maihar,2025-08,13,5,18
Maihar,2025-09,12,4,16
Maihar,2025-10,17,6,23
Maihar,2025-11,13,5,18
Maihar,2025-12,8,3,11
Mainpuri,2025-01,4025,1409,5434
Mainpuri,2025-02,324,113,437
Mainpuri,2025-03,219,77,296
Mainpuri,2025-04,121,42,163
Mainpuri,2025-05,175,61,236
Mainpuri,2025-06,151,53,204
Mainpuri,2025-07,150,52,202
Mainpuri,2025-08,213,75,288
Mainpuri,2025-09,269,94,363
Mainpuri,2025-10,377,132,509
Mainpuri,2025-11,189,66,255
Mainpuri,2025-12,329,115,444
Majuli,2025-01,232,81,313
Majuli,2025-02,19,7,26
Majuli,2025-03,10,4,14
Majuli,2025-04,15,5,20
Majuli,2025-05,5,2,7
Majuli,2025-06,8,3,11
Majuli,2025-07,1,0,1
Majuli,2025-08,21,7,28
Majuli,2025-09,10,4,14
Majuli,2025-10,19,7,26
Majuli,2025-11,12,4,16
Majuli,2025-12,4,1,5
Malappuram,2025-01,530,186,716
Malappuram,2025-02,721,252,973
Malappuram,2025-03,303,106,409
Malappuram,2025-04,106,37,143
Malappuram,2025-05,385,135,520
Malappuram,2025-06,185,65,250
Malappuram,2025-07,114,40,154
Malappuram,2025-08,358,125,483
Malappuram,2025-09,454,159,613
Malappuram,2025-10,486,170,656
Malappuram,2025-11,398,139,537
Malappuram,2025-12,328,115,443
Malda,2025-01,873,306,1179
Malda,2025-02,592,207,799
Malda,2025-03,443,155,598
Malda,2025-04,279,98,377
Malda,2025-05,412,144,556
Malda,2025-06,343,120,463
Malda,2025-07,253,89,342
Malda,2025-08,432,151,583
Malda,2025-09,409,143,552
Malda,2025-10,529,185,714
Malda,2025-11,404,141,545
Malda,2025-12,366,128,494
Maldah,2025-01,42,15,57
Maldah,2025-02,70,24,94
Maldah,2025-03,48,17,65
Maldah,2025-04,41,14,55
Maldah,2025-05,50,18,68
Maldah,2025-06,44,15,59
Maldah,2025-07,29,10,39
Maldah,2025-08,47,16,63
Maldah,2025-09,44,15,59
Maldah,2025-10,70,24,94
Maldah,2025-11,60,21,81
Maldah,2025-12,54,19,73
Malerkotla,2025-01,35,12,47
Malerkotla,2025-02,47,16,63
Malerkotla,2025-03,10,4,14
Malerkotla,2025-04,6,2,8
Malerkotla,2025-05,22,8,30
Malerkotla,2025-06,13,5,18
Malerkotla,2025-07,10,4,14
Malerkotla,2025-08,22,8,30
Malerkotla,2025-09,32,11,43
Malerkotla,2025-10,28,10,38
Malerkotla,2025-11,29,10,39
Malerkotla,2025-12,27,9,36
Malkangiri,2025-01,114,40,154
Malkangiri,2025-02,334,116,450
Malkangiri,2025-03,186,64,250
Malkangiri,2025-04,230,80,310
Malkangiri,2025-05,174,60,234
Malkangiri,2025-06,292,102,394
Malkangiri,2025-07,34,12,46
Malkangiri,2025-08,282,98,380
Malkangiri,2025-09,326,114,440
Malkangiri,2025-10,314,110,424
Malkangiri,2025-11,288,100,388
Malkangiri,2025-12,282,98,380
Mamit,2025-01,6,2,8
Mamit,2025-02,2,1,3
Mamit,2025-03,4,1,5
Mamit,2025-04,5,2,7
Mamit,2025-05,1,0,1
Mamit,2025-06,2,1,3
Mamit,2025-08,2,1,3
Mamit,2025-09,3,1,4
Mamit,2025-10,1,0,1
Mamit,2025-12,1,0,1
Mammit,2025-01,1,0,1
Mammit,2025-02,3,1,4
Mammit,2025-03,2,1,3
Mammit,2025-04,1,0,1
Mammit,2025-05,3,1,4
Mammit,2025-06,1,0,1
Mammit,2025-08,1,0,1
Mammit,2025-09,1,0,1
Mammit,2025-10,1,0,1
Mammit,2025-11,2,1,3
Mammit,2025-12,1,0,1
Mancherial,2025-01,37,13,50
Mancherial,2025-02,49,17,66
Mancherial,2025-03,26,9,35
Mancherial,2025-04,31,11,42
Mancherial,2025-05,16,6,22
Mancherial,2025-06,28,10,38
Mancherial,2025-07,9,3,12
Mancherial,2025-08,30,10,40
Mancherial,2025-09,39,14,53
Mancherial,2025-10,54,19,73
Mancherial,2025-11,34,12,46
Mancherial,2025-12,42,15,57
Mandi,2025-01,23,8,31
Mandi,2025-02,87,30,117
Mandi,2025-03,38,13,51
Mandi,2025-04,15,5,20
Mandi,2025-05,63,22,85
Mandi,2025-06,51,18,69
Mandi,2025-07,37,13,50
Mandi,2025-08,94,33,127
Mandi,2025-09,79,28,107
Mandi,2025-10,101,35,136
Mandi,2025-11,68,24,92
Mandi,2025-12,54,19,73
Mandla,2025-01,76,27,103
Mandla,2025-02,186,65,251
Mandla,2025-03,84,29,113
Mandla,2025-04,52,18,70
Mandla,2025-05,78,27,105
Mandla,2025-06,94,33,127
Mandla,2025-07,72,25,97
Mandla,2025-08,130,46,176
Mandla,2025-09,130,46,176
Mandla,2025-10,162,57,219
Mandla,2025-11,124,43,167
Mandla,2025-12,94,33,127
Mandsaur,2025-01,90,31,121
Mandsaur,2025-02,497,174,671
Mandsaur,2025-03,191,67,258
Mandsaur,2025-04,53,19,72
Mandsaur,2025-05,307,107,414
Mandsaur,2025-06,197,69,266
Mandsaur,2025-07,197,69,266
Mandsaur,2025-08,251,88,339
Mandsaur,2025-09,332,116,448
Mandsaur,2025-10,322,113,435
Mandsaur,2025-11,248,87,335
Mandsaur,2025-12,202,71,273
Mandya,2025-01,80,28,108
Mandya,2025-02,130,46,176
Mandya,2025-03,69,24,93
Mandya,2025-04,55,19,74
Mandya,2025-05,69,24,93
Mandya,2025-06,94,33,127
Mandya,2025-07,33,12,45
Mandya,2025-08,100,35,135
Mandya,2025-09,62,22,84
Mandya,2025-10,129,45,174
Mandya,2025-11,104,36,140
Mandya,2025-12,56,20,76
Manendragarh–Chirmiri–Bharatpur,2025-01,10,4,14
Manendragarh–Chirmiri–Bharatpur,2025-02,23,8,31
Manendragarh–Chirmiri–Bharatpur,2025-03,7,2,9
Manendragarh–Chirmiri–Bharatpur,2025-05,9,3,12
Manendragarh–Chirmiri–Bharatpur,2025-06,3,1,4
Manendragarh–Chirmiri–Bharatpur,2025-07,1,0,1
Manendragarh–Chirmiri–Bharatpur,2025-08,10,4,14
Manendragarh–Chirmiri–Bharatpur,2025-09,9,3,12
Manendragarh–Chirmiri–Bharatpur,2025-10,2,1,3
Manendragarh–Chirmiri–Bharatpur,2025-11,10,4,14
Manendragarh–Chirmiri–Bharatpur,2025-12,6,2,8
Mangan,2025-05,1,0,1
Mansa,2025-01,68,24,92
Mansa,2025-02,50,18,68
Mansa,2025-03,37,13,50
Mansa,2025-04,6,2,8
Mansa,2025-05,32,11,43
Mansa,2025-06,20,7,27
Mansa,2025-07,6,2,8
Mansa,2025-08,41,14,55
Mansa,2025-09,37,13,50
Mansa,2025-10,31,11,42
Mansa,2025-11,30,10,40
Mansa,2025-12,25,9,34
Marigaon,2025-01,4949,1732,6681
Marigaon,2025-02,209,73,282
Marigaon,2025-03,113,40,153
Marigaon,2025-04,97,34,131
Marigaon,2025-05,201,70,271
Marigaon,2025-06,193,68,261
Marigaon,2025-07,61,21,82
Marigaon,2025-08,203,71,274
Marigaon,2025-09,218,76,294
Marigaon,2025-10,165,58,223
Marigaon,2025-11,198,69,267
Marigaon,2025-12,65,23,88
Mathura,2025-01,1907,667,2574
Mathura,2025-02,424,148,572
Mathura,2025-03,244,85,329
Mathura,2025-04,155,54,209
Mathura,2025-05,229,80,309
Mathura,2025-06,304,106,410
Mathura,2025-07,164,57,221
Mathura,2025-08,327,114,441
Mathura,2025-09,308,108,416
Mathura,2025-10,416,146,562
Mathura,2025-11,254,89,343
Mathura,2025-12,288,101,389
