year_month,district,demand_total,monthly_capacity,request_capacity_ratio,delay_index,load_category
2025-03,Mumbai( Sub Urban ),16,6240.0,0.0025641025641025,LOW,exam
2025-04,Mumbai( Sub Urban ),1,6240.0,0.0001602564102564,LOW,exam
2025-05,Mumbai( Sub Urban ),18,6240.0,0.0028846153846153,LOW,normal
2025-06,Mumbai( Sub Urban ),11,6240.0,0.0017628205128205,LOW,normal
2025-07,Mumbai( Sub Urban ),12,6240.0,0.0019230769230769,LOW,normal
2025-08,Mumbai( Sub Urban ),4,6240.0,0.0006410256410256,LOW,normal
2025-09,Mumbai( Sub Urban ),20,6240.0,0.0032051282051282,LOW,normal
2025-10,Mumbai( Sub Urban ),30,6240.0,0.0048076923076923,LOW,festival
2025-11,Mumbai( Sub Urban ),9,6240.0,0.0014423076923076,LOW,festival
2025-12,Mumbai( Sub Urban ),14,6240.0,0.0022435897435897,LOW,normal
2025-01,Mungeli,94,116480.0,0.0008070054945054,LOW,scheme
2025-02,Mungeli,173,116480.0,0.0014852335164835,LOW,normal
2025-03,Mungeli,46,116480.0,0.0003949175824175,LOW,exam
2025-04,Mungeli,31,116480.0,0.0002661401098901,LOW,exam
2025-05,Mungeli,111,116480.0,0.0009529532967032,LOW,normal
2025-06,Mungeli,72,116480.0,0.0006181318681318,LOW,normal
2025-07,Mungeli,58,116480.0,0.0004979395604395,LOW,normal
2025-08,Mungeli,171,116480.0,0.0014680631868131,LOW,normal
2025-09,Mungeli,171,116480.0,0.0014680631868131,LOW,normal
2025-10,Mungeli,121,116480.0,0.0010388049450549,LOW,festival
2025-11,Mungeli,115,116480.0,0.0009872939560439,LOW,festival
2025-12,Mungeli,107,116480.0,0.0009186126373626,LOW,normal
2025-01,Munger,2337,93600.0,0.0249679487179487,LOW,scheme
2025-02,Munger,208,93600.0,0.0022222222222222,LOW,normal
2025-03,Munger,161,93600.0,0.0017200854700854,LOW,exam
2025-04,Munger,92,93600.0,0.0009829059829059,LOW,exam
2025-05,Munger,143,93600.0,0.0015277777777777,LOW,normal
2025-06,Munger,147,93600.0,0.0015705128205128,LOW,normal
2025-07,Munger,23,93600.0,0.0002457264957264,LOW,normal
2025-08,Munger,185,93600.0,0.0019764957264957,LOW,normal
2025-09,Munger,155,93600.0,0.0016559829059829,LOW,normal
2025-10,Munger,263,93600.0,0.002809829059829,LOW,festival
2025-11,Munger,184,93600.0,0.0019658119658119,LOW,festival
2025-12,Munger,173,93600.0,0.0018482905982905,LOW,normal
2025-01,Murshidabad,915,619840.0,0.0014761874032008,LOW,scheme
2025-02,Murshidabad,2148,619840.0,0.0034654104284976,LOW,normal
2025-03,Murshidabad,1435,619840.0,0.0023151135776974,LOW,exam
2025-04,Murshidabad,822,619840.0,0.0013261486835312,LOW,exam
2025-05,Murshidabad,2215,619840.0,0.0035735028394424,LOW,normal
2025-06,Murshidabad,1743,619840.0,0.00281201600413,LOW,normal
2025-07,Murshidabad,1091,619840.0,0.0017601316468766,LOW,normal
2025-08,Murshidabad,1478,619840.0,0.00238448631905,LOW,normal
2025-09,Murshidabad,1688,619840.0,0.0027232834279814,LOW,normal
2025-10,Murshidabad,1889,619840.0,0.0030475606608156,LOW,festival
2025-11,Murshidabad,1330,619840.0,0.0021457150232318,LOW,festival
2025-12,Murshidabad,1223,619840.0,0.0019730898296334,LOW,normal
2025-01,Muzaffarnagar,3754,226720.0,0.0165578687367678,LOW,scheme
2025-02,Muzaffarnagar,578,226720.0,0.0025494001411432,LOW,normal
2025-03,Muzaffarnagar,270,226720.0,0.0011908962597035,LOW,exam
2025-04,Muzaffarnagar,184,226720.0,0.0008115737473535,LOW,exam
2025-05,Muzaffarnagar,347,226720.0,0.0015305222300635,LOW,normal
2025-06,Muzaffarnagar,369,226720.0,0.0016275582215949,LOW,normal
2025-07,Muzaffarnagar,225,226720.0,0.0009924135497529,LOW,normal
2025-08,Muzaffarnagar,413,226720.0,0.0018216302046577,LOW,normal
2025-09,Muzaffarnagar,436,226720.0,0.0019230769230769,LOW,normal
2025-10,Muzaffarnagar,493,226720.0,0.002174488355681,LOW,festival
2025-11,Muzaffarnagar,342,226720.0,0.0015084685956245,LOW,festival
2025-12,Muzaffarnagar,375,226720.0,0.0016540225829216,LOW,normal
2025-01,Muzaffarpur,17211,345280.0,0.049846501390176,LOW,scheme
2025-02,Muzaffarpur,741,345280.0,0.0021460843373493,LOW,normal
2025-03,Muzaffarpur,497,345280.0,0.0014394114921223,LOW,exam
2025-04,Muzaffarpur,340,345280.0,0.0009847080630213,LOW,exam
2025-05,Muzaffarpur,548,345280.0,0.0015871177015755,LOW,normal
2025-06,Muzaffarpur,514,345280.0,0.0014886468952734,LOW,normal
2025-07,Muzaffarpur,293,345280.0,0.0008485866543095,LOW,normal
2025-08,Muzaffarpur,691,345280.0,0.0020012743280815,LOW,normal
2025-09,Muzaffarpur,605,345280.0,0.0017522011121408,LOW,normal
2025-10,Muzaffarpur,697,345280.0,0.0020186515291936,LOW,festival
2025-11,Muzaffarpur,564,345280.0,0.0016334569045412,LOW,festival
2025-12,Muzaffarpur,709,345280.0,0.0020534059314179,LOW,normal
2025-01,Mysore,103,35360.0,0.0029128959276018,LOW,scheme
2025-02,Mysore,159,35360.0,0.0044966063348416,LOW,normal
2025-03,Mysore,66,35360.0,0.001866515837104,LOW,exam
2025-04,Mysore,54,35360.0,0.0015271493212669,LOW,exam
2025-05,Mysore,62,35360.0,0.0017533936651583,LOW,normal
2025-06,Mysore,99,35360.0,0.0027997737556561,LOW,normal
2025-07,Mysore,54,35360.0,0.0015271493212669,LOW,normal
2025-08,Mysore,104,35360.0,0.0029411764705882,LOW,normal
2025-09,Mysore,77,35360.0,0.0021776018099547,LOW,normal
2025-10,Mysore,119,35360.0,0.0033653846153846,LOW,festival
2025-11,Mysore,111,35360.0,0.0031391402714932,LOW,festival
2025-12,Mysore,76,35360.0,0.0021493212669683,LOW,normal
2025-01,Mysuru,1585,62400.0,0.025400641025641,LOW,scheme
2025-02,Mysuru,166,62400.0,0.0026602564102564,LOW,normal
2025-03,Mysuru,105,62400.0,0.0016826923076923,LOW,exam
2025-04,Mysuru,109,62400.0,0.0017467948717948,LOW,exam
2025-05,Mysuru,107,62400.0,0.0017147435897435,LOW,normal
2025-06,Mysuru,101,62400.0,0.0016185897435897,LOW,normal
2025-07,Mysuru,40,62400.0,0.0006410256410256,LOW,normal
2025-08,Mysuru,132,62400.0,0.0021153846153846,LOW,normal
2025-09,Mysuru,123,62400.0,0.0019711538461538,LOW,normal
2025-10,Mysuru,157,62400.0,0.0025160256410256,LOW,festival
2025-11,Mysuru,109,62400.0,0.0017467948717948,LOW,festival
2025-12,Mysuru,108,62400.0,0.0017307692307692,LOW,normal
2025-01,N. T. R,22,62400.0,0.0003525641025641,LOW,scheme
2025-02,N. T. R,51,62400.0,0.0008173076923076,LOW,normal
2025-03,N. T. R,34,62400.0,0.0005448717948717,LOW,exam
2025-04,N. T. R,20,62400.0,0.0003205128205128,LOW,exam
2025-05,N. T. R,39,62400.0,0.000625,LOW,normal
2025-06,N. T. R,30,62400.0,0.0004807692307692,LOW,normal
2025-07,N. T. R,8,62400.0,0.0001282051282051,LOW,normal
2025-08,N. T. R,26,62400.0,0.0004166666666666,LOW,normal
2025-09,N. T. R,31,62400.0,0.0004967948717948,LOW,normal
2025-10,N. T. R,28,62400.0,0.0004487179487179,LOW,festival
2025-11,N. T. R,49,62400.0,0.0007852564102564,LOW,festival
2025-12,N. T. R,43,62400.0,0.0006891025641025,LOW,normal
2025-02,NADIA,1,0.0,inf,HIGH,normal
2025-01,NUAPADA,4,0.0,inf,HIGH,scheme
2025-01,NUAPADA,4,0.0,inf,HIGH,scheme
2025-03,NUAPADA,3,0.0,inf,HIGH,exam
2025-03,NUAPADA,3,0.0,inf,HIGH,exam
2025-04,NUAPADA,1,0.0,inf,HIGH,exam
2025-04,NUAPADA,1,0.0,inf,HIGH,exam
2025-05,NUAPADA,4,0.0,inf,HIGH,normal
2025-05,NUAPADA,4,0.0,inf,HIGH,normal
2025-06,NUAPADA,4,0.0,inf,HIGH,normal
2025-06,NUAPADA,4,0.0,inf,HIGH,normal
2025-08,NUAPADA,1,0.0,inf,HIGH,normal
2025-08,NUAPADA,1,0.0,inf,HIGH,normal
2025-09,NUAPADA,4,0.0,inf,HIGH,normal
2025-09,NUAPADA,4,0.0,inf,HIGH,normal
2025-10,NUAPADA,3,0.0,inf,HIGH,festival
2025-10,NUAPADA,3,0.0,inf,HIGH,festival
2025-01,Nabarangapur,643,68640.0,0.0093677156177156,LOW,scheme
2025-01,Nabarangapur,643,0.0,inf,HIGH,scheme
2025-02,Nabarangapur,294,68640.0,0.0042832167832167,LOW,normal
2025-02,Nabarangapur,294,0.0,inf,HIGH,normal
2025-03,Nabarangapur,244,68640.0,0.0035547785547785,LOW,exam
2025-03,Nabarangapur,244,0.0,inf,HIGH,exam
2025-04,Nabarangapur,196,68640.0,0.0028554778554778,LOW,exam
2025-04,Nabarangapur,196,0.0,inf,HIGH,exam
2025-05,Nabarangapur,193,68640.0,0.0028117715617715,LOW,normal
2025-05,Nabarangapur,193,0.0,inf,HIGH,normal
2025-06,Nabarangapur,273,68640.0,0.0039772727272727,LOW,normal
2025-06,Nabarangapur,273,0.0,inf,HIGH,normal
2025-07,Nabarangapur,54,68640.0,0.0007867132867132,LOW,normal
2025-07,Nabarangapur,54,0.0,inf,HIGH,normal
2025-08,Nabarangapur,297,68640.0,0.004326923076923,LOW,normal
2025-08,Nabarangapur,297,0.0,inf,HIGH,normal
2025-09,Nabarangapur,306,68640.0,0.0044580419580419,LOW,normal
2025-09,Nabarangapur,306,0.0,inf,HIGH,normal
2025-10,Nabarangapur,331,68640.0,0.004822261072261,LOW,festival
2025-10,Nabarangapur,331,0.0,inf,HIGH,festival
2025-11,Nabarangapur,274,68640.0,0.0039918414918414,LOW,festival
2025-11,Nabarangapur,274,0.0,inf,HIGH,festival
2025-12,Nabarangapur,201,68640.0,0.0029283216783216,LOW,normal
2025-12,Nabarangapur,201,0.0,inf,HIGH,normal
2025-01,Nabarangpur,597,,,HIGH,scheme
2025-01,Nadia,5054,320320.0,0.015777972027972,LOW,scheme
2025-02,Nadia,848,320320.0,0.0026473526473526,LOW,normal
2025-03,Nadia,535,320320.0,0.0016702047952047,LOW,exam
2025-04,Nadia,364,320320.0,0.0011363636363636,LOW,exam
2025-05,Nadia,722,320320.0,0.002253996003996,LOW,normal
2025-06,Nadia,528,320320.0,0.0016483516483516,LOW,normal
2025-07,Nadia,339,320320.0,0.0010583166833166,LOW,normal
2025-08,Nadia,547,320320.0,0.0017076673326673,LOW,normal
2025-09,Nadia,633,320320.0,0.0019761488511488,LOW,normal
2025-10,Nadia,725,320320.0,0.0022633616383616,LOW,festival
2025-11,Nadia,495,320320.0,0.0015453296703296,LOW,festival
2025-12,Nadia,518,320320.0,0.0016171328671328,LOW,normal
2025-01,Nagaon,4964,162240.0,0.0305966469428007,LOW,scheme
2025-02,Nagaon,545,162240.0,0.0033592209072978,LOW,normal
2025-03,Nagaon,346,162240.0,0.0021326429980276,LOW,exam
2025-04,Nagaon,319,162240.0,0.0019662228796844,LOW,exam
2025-05,Nagaon,429,162240.0,0.0026442307692307,LOW,normal
2025-06,Nagaon,458,162240.0,0.0028229783037475,LOW,normal
2025-07,Nagaon,255,162240.0,0.0015717455621301,LOW,normal
2025-08,Nagaon,649,162240.0,0.0040002465483234,LOW,normal
2025-09,Nagaon,447,162240.0,0.0027551775147928,LOW,normal
2025-10,Nagaon,504,162240.0,0.0031065088757396,LOW,festival
2025-11,Nagaon,367,162240.0,0.00226208086785,LOW,festival
2025-12,Nagaon,278,162240.0,0.0017135108481262,LOW,normal
2025-01,Nagapattinam,188,62400.0,0.0030128205128205,LOW,scheme
2025-02,Nagapattinam,316,62400.0,0.0050641025641025,LOW,normal
2025-03,Nagapattinam,238,62400.0,0.0038141025641025,LOW,exam
2025-04,Nagapattinam,86,62400.0,0.0013782051282051,LOW,exam
2025-05,Nagapattinam,90,62400.0,0.0014423076923076,LOW,normal
2025-06,Nagapattinam,120,62400.0,0.0019230769230769,LOW,normal
2025-07,Nagapattinam,73,62400.0,0.0011698717948717,LOW,normal
2025-08,Nagapattinam,144,62400.0,0.0023076923076923,LOW,normal
2025-09,Nagapattinam,163,62400.0,0.0026121794871794,LOW,normal
2025-10,Nagapattinam,189,62400.0,0.0030288461538461,LOW,festival
2025-11,Nagapattinam,151,62400.0,0.0024198717948717,LOW,festival
2025-12,Nagapattinam,155,62400.0,0.0024839743589743,LOW,normal
2025-01,Nagarkurnool,58,33280.0,0.0017427884615384,LOW,scheme
2025-02,Nagarkurnool,112,33280.0,0.0033653846153846,LOW,normal
2025-03,Nagarkurnool,73,33280.0,0.0021935096153846,LOW,exam
2025-04,Nagarkurnool,54,33280.0,0.0016225961538461,LOW,exam
2025-05,Nagarkurnool,22,33280.0,0.0006610576923076,LOW,normal
2025-06,Nagarkurnool,34,33280.0,0.0010216346153846,LOW,normal
2025-07,Nagarkurnool,22,33280.0,0.0006610576923076,LOW,normal
2025-08,Nagarkurnool,90,33280.0,0.0027043269230769,LOW,normal
2025-09,Nagarkurnool,78,33280.0,0.00234375,LOW,normal
2025-10,Nagarkurnool,74,33280.0,0.0022235576923076,LOW,festival
2025-11,Nagarkurnool,51,33280.0,0.0015324519230769,LOW,festival
2025-12,Nagarkurnool,77,33280.0,0.0023137019230769,LOW,normal
2025-01,Nagaur,4900,172640.0,0.0283827618164967,LOW,scheme
2025-02,Nagaur,683,172640.0,0.0039562094531974,LOW,normal
2025-03,Nagaur,603,172640.0,0.0034928174235403,LOW,exam
2025-04,Nagaur,412,172640.0,0.002386468952734,LOW,exam
2025-05,Nagaur,439,172640.0,0.0025428637627432,LOW,normal
2025-06,Nagaur,497,172640.0,0.0028788229842446,LOW,normal
2025-07,Nagaur,301,172640.0,0.0017435125115848,LOW,normal
2025-08,Nagaur,717,172640.0,0.0041531510658016,LOW,normal
2025-09,Nagaur,763,172640.0,0.0044196014828544,LOW,normal
2025-10,Nagaur,794,172640.0,0.0045991658943466,LOW,festival
2025-11,Nagaur,556,172640.0,0.0032205746061167,LOW,festival
2025-12,Nagaur,633,172640.0,0.0036665894346617,LOW,normal
2025-01,Nagpur,2877,264160.0,0.0108911265899454,LOW,scheme
2025-02,Nagpur,679,264160.0,0.0025704118715929,LOW,normal
2025-03,Nagpur,338,264160.0,0.0012795275590551,LOW,exam
2025-04,Nagpur,202,264160.0,0.0007646880678376,LOW,exam
2025-05,Nagpur,216,264160.0,0.0008176862507571,LOW,normal
2025-06,Nagpur,182,264160.0,0.0006889763779527,LOW,normal
2025-07,Nagpur,193,264160.0,0.0007306178073894,LOW,normal
2025-08,Nagpur,417,264160.0,0.0015785887341005,LOW,normal
2025-09,Nagpur,423,264160.0,0.001601302241066,LOW,normal
2025-10,Nagpur,541,264160.0,0.002048001211387,LOW,festival
2025-11,Nagpur,382,264160.0,0.0014460932768019,LOW,festival
2025-12,Nagpur,398,264160.0,0.0015066626287098,LOW,normal
2025-01,Nainital,859,81120.0,0.0105892504930966,LOW,scheme
2025-02,Nainital,111,81120.0,0.0013683431952662,LOW,normal
2025-03,Nainital,132,81120.0,0.0016272189349112,LOW,exam
2025-04,Nainital,82,81120.0,0.0010108481262327,LOW,exam
2025-05,Nainital,72,81120.0,0.000887573964497,LOW,normal
2025-06,Nainital,105,81120.0,0.0012943786982248,LOW,normal
2025-07,Nainital,63,81120.0,0.0007766272189349,LOW,normal
2025-08,Nainital,146,81120.0,0.0017998027613412,LOW,normal
2025-09,Nainital,165,81120.0,0.002034023668639,LOW,normal
2025-10,Nainital,176,81120.0,0.0021696252465483,LOW,festival
2025-11,Nainital,131,81120.0,0.0016148915187376,LOW,festival
2025-12,Nainital,103,81120.0,0.0012697238658777,LOW,normal
2025-02,Najafgarh,3,0.0,inf,HIGH,normal
2025-03,Najafgarh,1,0.0,inf,HIGH,exam
2025-05,Najafgarh,1,0.0,inf,HIGH,normal
2025-06,Najafgarh,5,0.0,inf,HIGH,normal
2025-07,Najafgarh,1,0.0,inf,HIGH,normal
2025-08,Najafgarh,1,0.0,inf,HIGH,normal
2025-10,Najafgarh,1,0.0,inf,HIGH,festival
2025-12,Najafgarh,3,0.0,inf,HIGH,normal
2025-01,Nalanda,5210,253760.0,0.020531210592686,LOW,scheme
2025-02,Nalanda,541,253760.0,0.0021319356872635,LOW,normal
2025-03,Nalanda,332,253760.0,0.0013083228247162,LOW,exam
2025-04,Nalanda,171,253760.0,0.0006738650693568,LOW,exam
2025-05,Nalanda,405,253760.0,0.0015959962168978,LOW,normal
2025-06,Nalanda,514,253760.0,0.0020255359394703,LOW,normal
2025-07,Nalanda,139,253760.0,0.0005477616645649,LOW,normal
2025-08,Nalanda,466,253760.0,0.0018363808322824,LOW,normal
2025-09,Nalanda,342,253760.0,0.0013477301387137,LOW,normal
2025-10,Nalanda,463,253760.0,0.0018245586380832,LOW,festival
2025-11,Nalanda,343,253760.0,0.0013516708701134,LOW,festival
2025-12,Nalanda,460,253760.0,0.0018127364438839,LOW,normal
2025-01,Nalbari,707,35360.0,0.0199943438914027,LOW,scheme
2025-02,Nalbari,246,35360.0,0.0069570135746606,LOW,normal
2025-03,Nalbari,171,35360.0,0.0048359728506787,LOW,exam
2025-04,Nalbari,217,35360.0,0.0061368778280542,LOW,exam
2025-05,Nalbari,288,35360.0,0.0081447963800904,LOW,normal
2025-06,Nalbari,196,35360.0,0.0055429864253393,LOW,normal
2025-07,Nalbari,51,35360.0,0.0014423076923076,LOW,normal
2025-08,Nalbari,196,35360.0,0.0055429864253393,LOW,normal
2025-09,Nalbari,113,35360.0,0.003195701357466,LOW,normal
2025-10,Nalbari,109,35360.0,0.0030825791855203,LOW,festival
2025-11,Nalbari,130,35360.0,0.0036764705882352,LOW,festival
2025-12,Nalbari,82,35360.0,0.0023190045248868,LOW,normal
2025-01,Nalgonda,51,49920.0,0.0010216346153846,LOW,scheme
2025-01,Nalgonda,51,128960.0,0.0003954714640198,LOW,scheme
2025-01,Nalgonda,278,49920.0,0.0055689102564102,LOW,scheme
2025-01,Nalgonda,278,128960.0,0.0021557071960297,LOW,scheme
2025-02,Nalgonda,70,49920.0,0.0014022435897435,LOW,normal
2025-02,Nalgonda,70,128960.0,0.0005428039702233,LOW,normal
2025-02,Nalgonda,468,49920.0,0.009375,LOW,normal
2025-02,Nalgonda,468,128960.0,0.0036290322580645,LOW,normal
2025-03,Nalgonda,68,49920.0,0.0013621794871794,LOW,exam
2025-03,Nalgonda,68,128960.0,0.0005272952853598,LOW,exam
2025-03,Nalgonda,254,49920.0,0.005088141025641,LOW,exam
2025-03,Nalgonda,254,128960.0,0.0019696029776674,LOW,exam
2025-04,Nalgonda,38,49920.0,0.0007612179487179,LOW,exam
2025-04,Nalgonda,38,128960.0,0.0002946650124069,LOW,exam
2025-04,Nalgonda,181,49920.0,0.0036258012820512,LOW,exam
2025-04,Nalgonda,181,128960.0,0.0014035359801488,LOW,exam
2025-05,Nalgonda,31,49920.0,0.0006209935897435,LOW,normal
2025-05,Nalgonda,31,128960.0,0.0002403846153846,LOW,normal
2025-05,Nalgonda,121,49920.0,0.0024238782051282,LOW,normal
2025-05,Nalgonda,121,128960.0,0.0009382754342431,LOW,normal
2025-06,Nalgonda,49,49920.0,0.0009815705128205,LOW,normal
2025-06,Nalgonda,49,128960.0,0.0003799627791563,LOW,normal
2025-06,Nalgonda,205,49920.0,0.0041065705128205,LOW,normal
2025-06,Nalgonda,205,128960.0,0.0015896401985111,LOW,normal
2025-07,Nalgonda,24,49920.0,0.0004807692307692,LOW,normal
2025-07,Nalgonda,24,128960.0,0.0001861042183622,LOW,normal
2025-07,Nalgonda,111,49920.0,0.0022235576923076,LOW,normal
2025-07,Nalgonda,111,128960.0,0.0008607320099255,LOW,normal
2025-08,Nalgonda,62,49920.0,0.0012419871794871,LOW,normal
2025-08,Nalgonda,62,128960.0,0.0004807692307692,LOW,normal
2025-08,Nalgonda,351,49920.0,0.00703125,LOW,normal
2025-08,Nalgonda,351,128960.0,0.0027217741935483,LOW,normal
2025-09,Nalgonda,49,49920.0,0.0009815705128205,LOW,normal
2025-09,Nalgonda,49,128960.0,0.0003799627791563,LOW,normal
2025-09,Nalgonda,363,49920.0,0.0072716346153846,LOW,normal
2025-09,Nalgonda,363,128960.0,0.0028148263027295,LOW,normal
2025-10,Nalgonda,53,49920.0,0.0010616987179487,LOW,festival
2025-10,Nalgonda,53,128960.0,0.0004109801488833,LOW,festival
2025-10,Nalgonda,378,49920.0,0.0075721153846153,LOW,festival
2025-10,Nalgonda,378,128960.0,0.0029311414392059,LOW,festival
2025-11,Nalgonda,34,49920.0,0.0006810897435897,LOW,festival
2025-11,Nalgonda,34,128960.0,0.0002636476426799,LOW,festival
2025-11,Nalgonda,254,49920.0,0.005088141025641,LOW,festival
2025-11,Nalgonda,254,128960.0,0.0019696029776674,LOW,festival
2025-12,Nalgonda,69,49920.0,0.0013822115384615,LOW,normal
2025-12,Nalgonda,69,128960.0,0.0005350496277915,LOW,normal
2025-12,Nalgonda,319,49920.0,0.0063902243589743,LOW,normal
2025-12,Nalgonda,319,128960.0,0.002473635235732,LOW,normal
2025-01,Namakkal,240,76960.0,0.0031185031185031,LOW,scheme
2025-02,Namakkal,421,76960.0,0.0054703742203742,LOW,normal
2025-03,Namakkal,192,76960.0,0.0024948024948024,LOW,exam
2025-04,Namakkal,88,76960.0,0.0011434511434511,LOW,exam
2025-05,Namakkal,94,76960.0,0.0012214137214137,LOW,normal
2025-06,Namakkal,158,76960.0,0.0020530145530145,LOW,normal
2025-07,Namakkal,70,76960.0,0.0009095634095634,LOW,normal
2025-08,Namakkal,170,76960.0,0.0022089397089397,LOW,normal
2025-09,Namakkal,216,76960.0,0.0028066528066528,LOW,normal
2025-10,Namakkal,263,76960.0,0.0034173596673596,LOW,festival
2025-11,Namakkal,169,76960.0,0.0021959459459459,LOW,festival
2025-12,Namakkal,144,76960.0,0.0018711018711018,LOW,normal
2025-02,Namchi,1,0.0,inf,HIGH,normal
2025-03,Namchi,1,0.0,inf,HIGH,exam
2025-05,Namchi,1,0.0,inf,HIGH,normal
2025-09,Namchi,3,0.0,inf,HIGH,normal
2025-11,Namchi,1,0.0,inf,HIGH,festival
2025-01,Namsai,3,4160.0,0.0007211538461538,LOW,scheme
2025-02,Namsai,7,4160.0,0.0016826923076923,LOW,normal
2025-03,Namsai,11,4160.0,0.0026442307692307,LOW,exam
2025-04,Namsai,1,4160.0,0.0002403846153846,LOW,exam
2025-05,Namsai,5,4160.0,0.001201923076923,LOW,normal
2025-06,Namsai,4,4160.0,0.0009615384615384,LOW,normal
2025-07,Namsai,3,4160.0,0.0007211538461538,LOW,normal
2025-08,Namsai,14,4160.0,0.0033653846153846,LOW,normal
2025-09,Namsai,8,4160.0,0.0019230769230769,LOW,normal
2025-10,Namsai,3,4160.0,0.0007211538461538,LOW,festival
2025-11,Namsai,1,4160.0,0.0002403846153846,LOW,festival
2025-12,Namsai,7,4160.0,0.0016826923076923,LOW,normal
2025-01,Nanded,4933,393120.0,0.0125483312983312,LOW,scheme
2025-02,Nanded,462,393120.0,0.0011752136752136,LOW,normal
2025-03,Nanded,340,393120.0,0.0008648758648758,LOW,exam
2025-04,Nanded,250,393120.0,0.0006359381359381,LOW,exam
2025-05,Nanded,127,393120.0,0.0003230565730565,LOW,normal
2025-06,Nanded,198,393120.0,0.000503663003663,LOW,normal
2025-07,Nanded,92,393120.0,0.0002340252340252,LOW,normal
2025-08,Nanded,385,393120.0,0.0009793447293447,LOW,normal
2025-09,Nanded,450,393120.0,0.0011446886446886,LOW,normal
2025-10,Nanded,369,393120.0,0.0009386446886446,LOW,festival
2025-11,Nanded,362,393120.0,0.0009208384208384,LOW,festival
2025-12,Nanded,324,393120.0,0.0008241758241758,LOW,normal
2025-01,Nandurbar,5324,68640.0,0.0775641025641025,LOW,scheme
2025-02,Nandurbar,348,68640.0,0.00506993006993,LOW,normal
2025-03,Nandurbar,282,68640.0,0.0041083916083916,LOW,exam
2025-04,Nandurbar,119,68640.0,0.0017336829836829,LOW,exam
2025-05,Nandurbar,171,68640.0,0.0024912587412587,LOW,normal
2025-06,Nandurbar,139,68640.0,0.0020250582750582,LOW,normal
2025-07,Nandurbar,109,68640.0,0.0015879953379953,LOW,normal
2025-08,Nandurbar,294,68640.0,0.0042832167832167,LOW,normal
2025-09,Nandurbar,382,68640.0,0.005565268065268,LOW,normal
2025-10,Nandurbar,348,68640.0,0.00506993006993,LOW,festival
2025-11,Nandurbar,284,68640.0,0.0041375291375291,LOW,festival
2025-12,Nandurbar,252,68640.0,0.0036713286713286,LOW,normal
2025-01,Nandurbar *,3,0.0,inf,HIGH,scheme
2025-02,Nandurbar *,7,0.0,inf,HIGH,normal
2025-03,Nandurbar *,3,0.0,inf,HIGH,exam
2025-04,Nandurbar *,3,0.0,inf,HIGH,exam
2025-05,Nandurbar *,11,0.0,inf,HIGH,normal
2025-06,Nandurbar *,4,0.0,inf,HIGH,normal
2025-07,Nandurbar *,1,0.0,inf,HIGH,normal
2025-08,Nandurbar *,8,0.0,inf,HIGH,normal
2025-09,Nandurbar *,8,0.0,inf,HIGH,normal
2025-10,Nandurbar *,4,0.0,inf,HIGH,festival
2025-11,Nandurbar *,4,0.0,inf,HIGH,festival
2025-12,Nandurbar *,7,0.0,inf,HIGH,normal
2025-01,Nandyal,30,45760.0,0.0006555944055944,LOW,scheme
2025-02,Nandyal,54,45760.0,0.0011800699300699,LOW,normal
2025-03,Nandyal,31,45760.0,0.0006774475524475,LOW,exam
2025-04,Nandyal,8,45760.0,0.0001748251748251,LOW,exam
2025-05,Nandyal,46,45760.0,0.0010052447552447,LOW,normal
2025-06,Nandyal,42,45760.0,0.0009178321678321,LOW,normal
2025-07,Nandyal,30,45760.0,0.0006555944055944,LOW,normal
2025-08,Nandyal,36,45760.0,0.0007867132867132,LOW,normal
2025-09,Nandyal,22,45760.0,0.0004807692307692,LOW,normal
2025-10,Nandyal,35,45760.0,0.0007648601398601,LOW,festival
2025-11,Nandyal,19,45760.0,0.0004152097902097,LOW,festival
2025-12,Nandyal,22,45760.0,0.0004807692307692,LOW,normal
2025-01,Narayanpet,50,27040.0,0.0018491124260355,LOW,scheme
2025-02,Narayanpet,84,27040.0,0.0031065088757396,LOW,normal
2025-03,Narayanpet,63,27040.0,0.0023298816568047,LOW,exam
2025-04,Narayanpet,35,27040.0,0.0012943786982248,LOW,exam
2025-05,Narayanpet,20,27040.0,0.0007396449704142,LOW,normal
2025-06,Narayanpet,53,27040.0,0.0019600591715976,LOW,normal
2025-07,Narayanpet,20,27040.0,0.0007396449704142,LOW,normal
2025-08,Narayanpet,84,27040.0,0.0031065088757396,LOW,normal
2025-09,Narayanpet,59,27040.0,0.0021819526627218,LOW,normal
2025-10,Narayanpet,55,27040.0,0.002034023668639,LOW,festival
2025-11,Narayanpet,73,27040.0,0.0026997041420118,LOW,festival
2025-12,Narayanpet,78,27040.0,0.0028846153846153,LOW,normal
2025-01,Narayanpur,23,27040.0,0.0008505917159763,LOW,scheme
2025-02,Narayanpur,34,27040.0,0.0012573964497041,LOW,normal
2025-03,Narayanpur,23,27040.0,0.0008505917159763,LOW,exam
2025-04,Narayanpur,9,27040.0,0.0003328402366863,LOW,exam
2025-05,Narayanpur,38,27040.0,0.0014053254437869,LOW,normal
2025-06,Narayanpur,15,27040.0,0.0005547337278106,LOW,normal
2025-07,Narayanpur,15,27040.0,0.0005547337278106,LOW,normal
2025-08,Narayanpur,36,27040.0,0.0013313609467455,LOW,normal
2025-09,Narayanpur,27,27040.0,0.0009985207100591,LOW,normal
