state,district,month,monthly_total_load,district_3M_forecast
Madhya Pradesh,Mandsaur,2025-01-01,121,
Madhya Pradesh,Mandsaur,2025-02-01,671,
Madhya Pradesh,Mandsaur,2025-03-01,258,350.0
Madhya Pradesh,Mandsaur,2025-04-01,72,333.6666666666667
Madhya Pradesh,Mandsaur,2025-05-01,414,248.0
Madhya Pradesh,Mandsaur,2025-06-01,266,250.66666666666666
Madhya Pradesh,Mandsaur,2025-07-01,266,315.3333333333333
Madhya Pradesh,Mandsaur,2025-08-01,339,290.3333333333333
Madhya Pradesh,Mandsaur,2025-09-01,448,351.0
Madhya Pradesh,Mandsaur,2025-10-01,435,407.3333333333333
Madhya Pradesh,Mandsaur,2025-11-01,335,406.0
Madhya Pradesh,Mandsaur,2025-12-01,273,347.6666666666667
Madhya Pradesh,Mauganj,2025-01-01,11,
Madhya Pradesh,Mauganj,2025-02-01,19,
Madhya Pradesh,Mauganj,2025-03-01,22,17.333333333333332
Madhya Pradesh,Mauganj,2025-04-01,12,17.666666666666668
Madhya Pradesh,Mauganj,2025-05-01,11,15.0
Madhya Pradesh,Mauganj,2025-06-01,8,10.333333333333334
Madhya Pradesh,Mauganj,2025-07-01,14,11.0
Madhya Pradesh,Mauganj,2025-08-01,18,13.333333333333334
Madhya Pradesh,Mauganj,2025-09-01,20,17.333333333333332
Madhya Pradesh,Mauganj,2025-10-01,5,14.333333333333334
Madhya Pradesh,Mauganj,2025-11-01,5,10.0
Madhya Pradesh,Mauganj,2025-12-01,24,11.333333333333334
Madhya Pradesh,Morena,2025-01-01,15140,
Madhya Pradesh,Morena,2025-02-01,699,
Madhya Pradesh,Morena,2025-03-01,332,5390.333333333333
Madhya Pradesh,Morena,2025-04-01,271,434.0
Madhya Pradesh,Morena,2025-05-01,282,295.0
Madhya Pradesh,Morena,2025-06-01,250,267.6666666666667
Madhya Pradesh,Morena,2025-07-01,193,241.66666666666666
Madhya Pradesh,Morena,2025-08-01,505,316.0
Madhya Pradesh,Morena,2025-09-01,487,395.0
Madhya Pradesh,Morena,2025-10-01,579,523.6666666666666
Madhya Pradesh,Morena,2025-11-01,510,525.3333333333334
Madhya Pradesh,Morena,2025-12-01,429,506.0
Madhya Pradesh,Narmadapuram,2025-01-01,19,
Madhya Pradesh,Narmadapuram,2025-02-01,43,
Madhya Pradesh,Narmadapuram,2025-03-01,16,26.0
Madhya Pradesh,Narmadapuram,2025-04-01,12,23.666666666666668
Madhya Pradesh,Narmadapuram,2025-05-01,19,15.666666666666666
Madhya Pradesh,Narmadapuram,2025-06-01,20,17.0
Madhya Pradesh,Narmadapuram,2025-07-01,11,16.666666666666668
Madhya Pradesh,Narmadapuram,2025-08-01,46,25.666666666666668
Madhya Pradesh,Narmadapuram,2025-09-01,34,30.333333333333332
Madhya Pradesh,Narmadapuram,2025-10-01,30,36.666666666666664
Madhya Pradesh,Narmadapuram,2025-11-01,28,30.666666666666668
Madhya Pradesh,Narmadapuram,2025-12-01,46,34.666666666666664
Madhya Pradesh,Narsimhapur,2025-01-01,36,
Madhya Pradesh,Narsimhapur,2025-02-01,66,
Madhya Pradesh,Narsimhapur,2025-03-01,38,46.666666666666664
Madhya Pradesh,Narsimhapur,2025-04-01,27,43.666666666666664
Madhya Pradesh,Narsimhapur,2025-05-01,28,31.0
Madhya Pradesh,Narsimhapur,2025-06-01,38,31.0
Madhya Pradesh,Narsimhapur,2025-07-01,20,28.666666666666668
Madhya Pradesh,Narsimhapur,2025-08-01,69,42.333333333333336
Madhya Pradesh,Narsimhapur,2025-09-01,69,52.666666666666664
Madhya Pradesh,Narsimhapur,2025-10-01,73,70.33333333333333
Madhya Pradesh,Narsimhapur,2025-11-01,50,64.0
Madhya Pradesh,Narsimhapur,2025-12-01,42,55.0
Madhya Pradesh,Narsinghpur,2025-01-01,848,
Madhya Pradesh,Narsinghpur,2025-02-01,223,
Madhya Pradesh,Narsinghpur,2025-03-01,113,394.6666666666667
Madhya Pradesh,Narsinghpur,2025-04-01,85,140.33333333333334
Madhya Pradesh,Narsinghpur,2025-05-01,86,94.66666666666667
Madhya Pradesh,Narsinghpur,2025-06-01,135,102.0
Madhya Pradesh,Narsinghpur,2025-07-01,80,100.33333333333333
Madhya Pradesh,Narsinghpur,2025-08-01,261,158.66666666666666
Madhya Pradesh,Narsinghpur,2025-09-01,254,198.33333333333334
Madhya Pradesh,Narsinghpur,2025-10-01,265,260.0
Madhya Pradesh,Narsinghpur,2025-11-01,154,224.33333333333334
Madhya Pradesh,Narsinghpur,2025-12-01,219,212.66666666666666
Madhya Pradesh,Neemuch,2025-01-01,109,
Madhya Pradesh,Neemuch,2025-02-01,367,
Madhya Pradesh,Neemuch,2025-03-01,151,209.0
Madhya Pradesh,Neemuch,2025-04-01,107,208.33333333333334
Madhya Pradesh,Neemuch,2025-05-01,243,167.0
Madhya Pradesh,Neemuch,2025-06-01,151,167.0
Madhya Pradesh,Neemuch,2025-07-01,147,180.33333333333334
Madhya Pradesh,Neemuch,2025-08-01,252,183.33333333333334
Madhya Pradesh,Neemuch,2025-09-01,358,252.33333333333334
Madhya Pradesh,Neemuch,2025-10-01,325,311.6666666666667
Madhya Pradesh,Neemuch,2025-11-01,223,302.0
Madhya Pradesh,Neemuch,2025-12-01,188,245.33333333333334
Madhya Pradesh,Niwari,2025-01-01,3,
Madhya Pradesh,Niwari,2025-03-01,4,
Madhya Pradesh,Niwari,2025-04-01,7,4.666666666666667
Madhya Pradesh,Niwari,2025-05-01,3,4.666666666666667
Madhya Pradesh,Niwari,2025-06-01,5,5.0
Madhya Pradesh,Niwari,2025-07-01,1,3.0
Madhya Pradesh,Niwari,2025-08-01,7,4.333333333333333
Madhya Pradesh,Niwari,2025-09-01,4,4.0
Madhya Pradesh,Niwari,2025-10-01,7,6.0
Madhya Pradesh,Niwari,2025-11-01,15,8.666666666666666
Madhya Pradesh,Niwari,2025-12-01,3,8.333333333333334
Madhya Pradesh,Pandhurna,2025-01-01,1,
Madhya Pradesh,Pandhurna,2025-02-01,1,
Madhya Pradesh,Pandhurna,2025-03-01,1,1.0
Madhya Pradesh,Pandhurna,2025-04-01,1,1.0
Madhya Pradesh,Pandhurna,2025-05-01,4,2.0
Madhya Pradesh,Pandhurna,2025-06-01,3,2.6666666666666665
Madhya Pradesh,Pandhurna,2025-08-01,3,3.3333333333333335
Madhya Pradesh,Pandhurna,2025-09-01,4,3.3333333333333335
Madhya Pradesh,Pandhurna,2025-10-01,4,3.6666666666666665
Madhya Pradesh,Pandhurna,2025-11-01,3,3.6666666666666665
Madhya Pradesh,Pandhurna,2025-12-01,1,2.6666666666666665
Madhya Pradesh,Panna,2025-01-01,1362,
Madhya Pradesh,Panna,2025-02-01,521,
Madhya Pradesh,Panna,2025-03-01,273,718.6666666666666
Madhya Pradesh,Panna,2025-04-01,194,329.3333333333333
Madhya Pradesh,Panna,2025-05-01,235,234.0
Madhya Pradesh,Panna,2025-06-01,309,246.0
Madhya Pradesh,Panna,2025-07-01,113,219.0
Madhya Pradesh,Panna,2025-08-01,396,272.6666666666667
Madhya Pradesh,Panna,2025-09-01,491,333.3333333333333
Madhya Pradesh,Panna,2025-10-01,401,429.3333333333333
Madhya Pradesh,Panna,2025-11-01,301,397.6666666666667
Madhya Pradesh,Panna,2025-12-01,408,370.0
Madhya Pradesh,Raisen,2025-01-01,925,
Madhya Pradesh,Raisen,2025-02-01,412,
Madhya Pradesh,Raisen,2025-03-01,128,488.3333333333333
Madhya Pradesh,Raisen,2025-04-01,227,255.66666666666666
Madhya Pradesh,Raisen,2025-05-01,124,159.66666666666666
Madhya Pradesh,Raisen,2025-06-01,111,154.0
Madhya Pradesh,Raisen,2025-07-01,78,104.33333333333333
Madhya Pradesh,Raisen,2025-08-01,394,194.33333333333334
Madhya Pradesh,Raisen,2025-09-01,269,247.0
Madhya Pradesh,Raisen,2025-10-01,282,315.0
Madhya Pradesh,Raisen,2025-11-01,292,281.0
Madhya Pradesh,Raisen,2025-12-01,369,314.3333333333333
Madhya Pradesh,Rajgarh,2025-01-01,169,
Madhya Pradesh,Rajgarh,2025-02-01,328,
Madhya Pradesh,Rajgarh,2025-03-01,154,217.0
Madhya Pradesh,Rajgarh,2025-04-01,182,221.33333333333334
Madhya Pradesh,Rajgarh,2025-05-01,171,169.0
Madhya Pradesh,Rajgarh,2025-06-01,116,156.33333333333334
Madhya Pradesh,Rajgarh,2025-07-01,96,127.66666666666667
Madhya Pradesh,Rajgarh,2025-08-01,348,186.66666666666666
Madhya Pradesh,Rajgarh,2025-09-01,339,261.0
Madhya Pradesh,Rajgarh,2025-10-01,347,344.6666666666667
Madhya Pradesh,Rajgarh,2025-11-01,266,317.3333333333333
Madhya Pradesh,Rajgarh,2025-12-01,432,348.3333333333333
Madhya Pradesh,Ratlam,2025-01-01,105,
Madhya Pradesh,Ratlam,2025-02-01,497,
Madhya Pradesh,Ratlam,2025-03-01,234,278.6666666666667
Madhya Pradesh,Ratlam,2025-04-01,96,275.6666666666667
Madhya Pradesh,Ratlam,2025-05-01,231,187.0
Madhya Pradesh,Ratlam,2025-06-01,235,187.33333333333334
Madhya Pradesh,Ratlam,2025-07-01,190,218.66666666666666
Madhya Pradesh,Ratlam,2025-08-01,402,275.6666666666667
Madhya Pradesh,Ratlam,2025-09-01,423,338.3333333333333
Madhya Pradesh,Ratlam,2025-10-01,525,450.0
Madhya Pradesh,Ratlam,2025-11-01,390,446.0
Madhya Pradesh,Ratlam,2025-12-01,338,417.6666666666667
Madhya Pradesh,Rewa,2025-01-01,261,
Madhya Pradesh,Rewa,2025-02-01,533,
Madhya Pradesh,Rewa,2025-03-01,329,374.3333333333333
Madhya Pradesh,Rewa,2025-04-01,193,351.6666666666667
Madhya Pradesh,Rewa,2025-05-01,336,286.0
Madhya Pradesh,Rewa,2025-06-01,441,323.3333333333333
Madhya Pradesh,Rewa,2025-07-01,189,322.0
Madhya Pradesh,Rewa,2025-08-01,500,376.6666666666667
Madhya Pradesh,Rewa,2025-09-01,495,394.6666666666667
Madhya Pradesh,Rewa,2025-10-01,529,508.0
Madhya Pradesh,Rewa,2025-11-01,374,466.0
Madhya Pradesh,Rewa,2025-12-01,348,417.0
Madhya Pradesh,Sagar,2025-01-01,3066,
Madhya Pradesh,Sagar,2025-02-01,680,
Madhya Pradesh,Sagar,2025-03-01,304,1350.0
Madhya Pradesh,Sagar,2025-04-01,188,390.6666666666667
Madhya Pradesh,Sagar,2025-05-01,409,300.3333333333333
Madhya Pradesh,Sagar,2025-06-01,319,305.3333333333333
Madhya Pradesh,Sagar,2025-07-01,244,324.0
Madhya Pradesh,Sagar,2025-08-01,531,364.6666666666667
Madhya Pradesh,Sagar,2025-09-01,536,437.0
Madhya Pradesh,Sagar,2025-10-01,548,538.3333333333334
Madhya Pradesh,Sagar,2025-11-01,441,508.3333333333333
Madhya Pradesh,Sagar,2025-12-01,431,473.3333333333333
Madhya Pradesh,Satna,2025-01-01,1782,
Madhya Pradesh,Satna,2025-02-01,603,
Madhya Pradesh,Satna,2025-03-01,428,937.6666666666666
Madhya Pradesh,Satna,2025-04-01,244,425.0
Madhya Pradesh,Satna,2025-05-01,306,326.0
Madhya Pradesh,Satna,2025-06-01,396,315.3333333333333
Madhya Pradesh,Satna,2025-07-01,213,305.0
Madhya Pradesh,Satna,2025-08-01,621,410.0
Madhya Pradesh,Satna,2025-09-01,532,455.3333333333333
Madhya Pradesh,Satna,2025-10-01,556,569.6666666666666
Madhya Pradesh,Satna,2025-11-01,576,554.6666666666666
Madhya Pradesh,Satna,2025-12-01,451,527.6666666666666
Madhya Pradesh,Sehore,2025-01-01,2395,
Madhya Pradesh,Sehore,2025-02-01,215,
Madhya Pradesh,Sehore,2025-03-01,140,916.6666666666666
Madhya Pradesh,Sehore,2025-04-01,92,149.0
Madhya Pradesh,Sehore,2025-05-01,101,111.0
Madhya Pradesh,Sehore,2025-06-01,76,89.66666666666667
Madhya Pradesh,Sehore,2025-07-01,61,79.33333333333333
Madhya Pradesh,Sehore,2025-08-01,213,116.66666666666667
Madhya Pradesh,Sehore,2025-09-01,158,144.0
Madhya Pradesh,Sehore,2025-10-01,177,182.66666666666666
Madhya Pradesh,Sehore,2025-11-01,161,165.33333333333334
Madhya Pradesh,Sehore,2025-12-01,167,168.33333333333334
Madhya Pradesh,Seoni,2025-01-01,217,
Madhya Pradesh,Seoni,2025-02-01,323,
Madhya Pradesh,Seoni,2025-03-01,105,215.0
Madhya Pradesh,Seoni,2025-04-01,128,185.33333333333334
Madhya Pradesh,Seoni,2025-05-01,130,121.0
Madhya Pradesh,Seoni,2025-06-01,121,126.33333333333333
Madhya Pradesh,Seoni,2025-07-01,78,109.66666666666667
Madhya Pradesh,Seoni,2025-08-01,305,168.0
Madhya Pradesh,Seoni,2025-09-01,302,228.33333333333334
Madhya Pradesh,Seoni,2025-10-01,333,313.3333333333333
Madhya Pradesh,Seoni,2025-11-01,315,316.6666666666667
Madhya Pradesh,Seoni,2025-12-01,238,295.3333333333333
Madhya Pradesh,Shahdol,2025-01-01,103,
Madhya Pradesh,Shahdol,2025-02-01,205,
Madhya Pradesh,Shahdol,2025-03-01,161,156.33333333333334
Madhya Pradesh,Shahdol,2025-04-01,45,137.0
Madhya Pradesh,Shahdol,2025-05-01,135,113.66666666666667
Madhya Pradesh,Shahdol,2025-06-01,192,124.0
Madhya Pradesh,Shahdol,2025-07-01,119,148.66666666666666
Madhya Pradesh,Shahdol,2025-08-01,217,176.0
Madhya Pradesh,Shahdol,2025-09-01,215,183.66666666666666
Madhya Pradesh,Shahdol,2025-10-01,239,223.66666666666666
Madhya Pradesh,Shahdol,2025-11-01,178,210.66666666666666
Madhya Pradesh,Shahdol,2025-12-01,194,203.66666666666666
Madhya Pradesh,Shajapur,2025-01-01,173,
Madhya Pradesh,Shajapur,2025-02-01,382,
Madhya Pradesh,Shajapur,2025-03-01,246,267.0
Madhya Pradesh,Shajapur,2025-04-01,151,259.6666666666667
Madhya Pradesh,Shajapur,2025-05-01,265,220.66666666666666
Madhya Pradesh,Shajapur,2025-06-01,178,198.0
Madhya Pradesh,Shajapur,2025-07-01,138,193.66666666666666
Madhya Pradesh,Shajapur,2025-08-01,302,206.0
Madhya Pradesh,Shajapur,2025-09-01,298,246.0
Madhya Pradesh,Shajapur,2025-10-01,425,341.6666666666667
Madhya Pradesh,Shajapur,2025-11-01,340,354.3333333333333
Madhya Pradesh,Shajapur,2025-12-01,302,355.6666666666667
Madhya Pradesh,Sheopur,2025-01-01,4118,
Madhya Pradesh,Sheopur,2025-02-01,176,
Madhya Pradesh,Sheopur,2025-03-01,70,1454.6666666666667
Madhya Pradesh,Sheopur,2025-04-01,82,109.33333333333333
Madhya Pradesh,Sheopur,2025-05-01,92,81.33333333333333
Madhya Pradesh,Sheopur,2025-06-01,117,97.0
Madhya Pradesh,Sheopur,2025-07-01,62,90.33333333333333
Madhya Pradesh,Sheopur,2025-08-01,185,121.33333333333333
Madhya Pradesh,Sheopur,2025-09-01,194,147.0
Madhya Pradesh,Sheopur,2025-10-01,184,187.66666666666666
Madhya Pradesh,Sheopur,2025-11-01,184,187.33333333333334
Madhya Pradesh,Sheopur,2025-12-01,220,196.0
Madhya Pradesh,Shivpuri,2025-01-01,4412,
Madhya Pradesh,Shivpuri,2025-02-01,467,
Madhya Pradesh,Shivpuri,2025-03-01,285,1721.3333333333333
Madhya Pradesh,Shivpuri,2025-04-01,262,338.0
Madhya Pradesh,Shivpuri,2025-05-01,180,242.33333333333334
Madhya Pradesh,Shivpuri,2025-06-01,269,237.0
Madhya Pradesh,Shivpuri,2025-07-01,132,193.66666666666666
Madhya Pradesh,Shivpuri,2025-08-01,489,296.6666666666667
Madhya Pradesh,Shivpuri,2025-09-01,459,360.0
Madhya Pradesh,Shivpuri,2025-10-01,456,468.0
Madhya Pradesh,Shivpuri,2025-11-01,460,458.3333333333333
Madhya Pradesh,Shivpuri,2025-12-01,458,458.0
Madhya Pradesh,Sidhi,2025-01-01,147,
Madhya Pradesh,Sidhi,2025-02-01,248,
Madhya Pradesh,Sidhi,2025-03-01,224,206.33333333333334
Madhya Pradesh,Sidhi,2025-04-01,92,188.0
Madhya Pradesh,Sidhi,2025-05-01,173,163.0
Madhya Pradesh,Sidhi,2025-06-01,284,183.0
Madhya Pradesh,Sidhi,2025-07-01,112,189.66666666666666
Madhya Pradesh,Sidhi,2025-08-01,277,224.33333333333334
Madhya Pradesh,Sidhi,2025-09-01,319,236.0
Madhya Pradesh,Sidhi,2025-10-01,244,280.0
Madhya Pradesh,Sidhi,2025-11-01,236,266.3333333333333
Madhya Pradesh,Sidhi,2025-12-01,213,231.0
Madhya Pradesh,Singrauli,2025-01-01,198,
Madhya Pradesh,Singrauli,2025-02-01,289,
Madhya Pradesh,Singrauli,2025-03-01,261,249.33333333333334
Madhya Pradesh,Singrauli,2025-04-01,112,220.66666666666666
Madhya Pradesh,Singrauli,2025-05-01,188,187.0
Madhya Pradesh,Singrauli,2025-06-01,243,181.0
Madhya Pradesh,Singrauli,2025-07-01,88,173.0
Madhya Pradesh,Singrauli,2025-08-01,277,202.66666666666666
Madhya Pradesh,Singrauli,2025-09-01,269,211.33333333333334
Madhya Pradesh,Singrauli,2025-10-01,247,264.3333333333333
Madhya Pradesh,Singrauli,2025-11-01,194,236.66666666666666
Madhya Pradesh,Singrauli,2025-12-01,171,204.0
Madhya Pradesh,Tikamgarh,2025-01-01,161,
Madhya Pradesh,Tikamgarh,2025-02-01,390,
Madhya Pradesh,Tikamgarh,2025-03-01,250,267.0
Madhya Pradesh,Tikamgarh,2025-04-01,185,275.0
Madhya Pradesh,Tikamgarh,2025-05-01,181,205.33333333333334
Madhya Pradesh,Tikamgarh,2025-06-01,198,188.0
Madhya Pradesh,Tikamgarh,2025-07-01,100,159.66666666666666
Madhya Pradesh,Tikamgarh,2025-08-01,360,219.33333333333334
Madhya Pradesh,Tikamgarh,2025-09-01,367,275.6666666666667
Madhya Pradesh,Tikamgarh,2025-10-01,335,354.0
Madhya Pradesh,Tikamgarh,2025-11-01,298,333.3333333333333
Madhya Pradesh,Tikamgarh,2025-12-01,278,303.6666666666667
Madhya Pradesh,Ujjain,2025-01-01,435,
Madhya Pradesh,Ujjain,2025-02-01,911,
Madhya Pradesh,Ujjain,2025-03-01,405,583.6666666666666
Madhya Pradesh,Ujjain,2025-04-01,338,551.3333333333334
Madhya Pradesh,Ujjain,2025-05-01,451,398.0
Madhya Pradesh,Ujjain,2025-06-01,474,421.0
Madhya Pradesh,Ujjain,2025-07-01,306,410.3333333333333
Madhya Pradesh,Ujjain,2025-08-01,776,518.6666666666666
Madhya Pradesh,Ujjain,2025-09-01,751,611.0
Madhya Pradesh,Ujjain,2025-10-01,846,791.0
Madhya Pradesh,Ujjain,2025-11-01,612,736.3333333333334
Madhya Pradesh,Ujjain,2025-12-01,608,688.6666666666666
Madhya Pradesh,Umaria,2025-01-01,139,
Madhya Pradesh,Umaria,2025-02-01,288,
Madhya Pradesh,Umaria,2025-03-01,169,198.66666666666666
Madhya Pradesh,Umaria,2025-04-01,115,190.66666666666666
Madhya Pradesh,Umaria,2025-05-01,190,158.0
Madhya Pradesh,Umaria,2025-06-01,127,144.0
Madhya Pradesh,Umaria,2025-07-01,85,134.0
Madhya Pradesh,Umaria,2025-08-01,213,141.66666666666666
Madhya Pradesh,Umaria,2025-09-01,285,194.33333333333334
Madhya Pradesh,Umaria,2025-10-01,255,251.0
Madhya Pradesh,Umaria,2025-11-01,242,260.6666666666667
Madhya Pradesh,Umaria,2025-12-01,136,211.0
Madhya Pradesh,Vidisha,2025-01-01,4334,
Madhya Pradesh,Vidisha,2025-02-01,429,
Madhya Pradesh,Vidisha,2025-03-01,220,1661.0
Madhya Pradesh,Vidisha,2025-04-01,189,279.3333333333333
Madhya Pradesh,Vidisha,2025-05-01,143,184.0
Madhya Pradesh,Vidisha,2025-06-01,176,169.33333333333334
Madhya Pradesh,Vidisha,2025-07-01,90,136.33333333333334
Madhya Pradesh,Vidisha,2025-08-01,367,211.0
Madhya Pradesh,Vidisha,2025-09-01,381,279.3333333333333
Madhya Pradesh,Vidisha,2025-10-01,451,399.6666666666667
Madhya Pradesh,Vidisha,2025-11-01,310,380.6666666666667
Madhya Pradesh,Vidisha,2025-12-01,306,355.6666666666667
Madhya Pradesh,West Nimar,2025-01-01,23,
Madhya Pradesh,West Nimar,2025-02-01,54,
Madhya Pradesh,West Nimar,2025-03-01,26,34.333333333333336
Madhya Pradesh,West Nimar,2025-04-01,31,37.0
Madhya Pradesh,West Nimar,2025-05-01,22,26.333333333333332
Madhya Pradesh,West Nimar,2025-06-01,18,23.666666666666668
Madhya Pradesh,West Nimar,2025-07-01,9,16.333333333333332
Madhya Pradesh,West Nimar,2025-08-01,45,24.0
Madhya Pradesh,West Nimar,2025-09-01,27,27.0
Madhya Pradesh,West Nimar,2025-10-01,24,32.0
Madhya Pradesh,West Nimar,2025-11-01,23,24.666666666666668
Madhya Pradesh,West Nimar,2025-12-01,34,27.0
Maharashtra,Ahmadnagar,2025-01-01,396,
Maharashtra,Ahmadnagar,2025-02-01,687,
Maharashtra,Ahmadnagar,2025-03-01,374,485.6666666666667
Maharashtra,Ahmadnagar,2025-04-01,278,446.3333333333333
Maharashtra,Ahmadnagar,2025-05-01,198,283.3333333333333
Maharashtra,Ahmadnagar,2025-06-01,216,230.66666666666666
Maharashtra,Ahmadnagar,2025-07-01,163,192.33333333333334
Maharashtra,Ahmadnagar,2025-08-01,462,280.3333333333333
Maharashtra,Ahmadnagar,2025-09-01,559,394.6666666666667
Maharashtra,Ahmadnagar,2025-10-01,423,481.3333333333333
Maharashtra,Ahmadnagar,2025-11-01,410,464.0
Maharashtra,Ahmadnagar,2025-12-01,370,401.0
Maharashtra,Ahmed Nagar,2025-01-01,7,
Maharashtra,Ahmed Nagar,2025-02-01,20,
Maharashtra,Ahmed Nagar,2025-03-01,19,15.333333333333334
Maharashtra,Ahmed Nagar,2025-04-01,4,14.333333333333334
Maharashtra,Ahmed Nagar,2025-05-01,11,11.333333333333334
Maharashtra,Ahmed Nagar,2025-06-01,8,7.666666666666667
Maharashtra,Ahmed Nagar,2025-07-01,7,8.666666666666666
Maharashtra,Ahmed Nagar,2025-08-01,9,8.0
Maharashtra,Ahmed Nagar,2025-09-01,11,9.0
Maharashtra,Ahmed Nagar,2025-10-01,7,9.0
Maharashtra,Ahmed Nagar,2025-11-01,7,8.333333333333334
Maharashtra,Ahmed Nagar,2025-12-01,9,7.666666666666667
Maharashtra,Ahmednagar,2025-01-01,497,
Maharashtra,Akola,2025-01-01,938,
Maharashtra,Akola,2025-02-01,297,
Maharashtra,Akola,2025-03-01,136,457.0
Maharashtra,Akola,2025-04-01,99,177.33333333333334
Maharashtra,Akola,2025-05-01,80,105.0
Maharashtra,Akola,2025-06-01,49,76.0
Maharashtra,Akola,2025-07-01,76,68.33333333333333
Maharashtra,Akola,2025-08-01,211,112.0
Maharashtra,Akola,2025-09-01,173,153.33333333333334
Maharashtra,Akola,2025-10-01,174,186.0
Maharashtra,Akola,2025-11-01,171,172.66666666666666
Maharashtra,Akola,2025-12-01,170,171.66666666666666
Maharashtra,Amravati,2025-01-01,1530,
Maharashtra,Amravati,2025-02-01,360,
Maharashtra,Amravati,2025-03-01,140,676.6666666666666
Maharashtra,Amravati,2025-04-01,124,208.0
Maharashtra,Amravati,2025-05-01,112,125.33333333333333
Maharashtra,Amravati,2025-06-01,84,106.66666666666667
Maharashtra,Amravati,2025-07-01,73,89.66666666666667
Maharashtra,Amravati,2025-08-01,267,141.33333333333334
Maharashtra,Amravati,2025-09-01,289,209.66666666666666
Maharashtra,Amravati,2025-10-01,288,281.3333333333333
Maharashtra,Amravati,2025-11-01,246,274.3333333333333
Maharashtra,Amravati,2025-12-01,220,251.33333333333334
Maharashtra,Aurangabad,2025-01-01,6506,
Maharashtra,Aurangabad,2025-02-01,796,
Maharashtra,Aurangabad,2025-03-01,405,2569.0
Maharashtra,Aurangabad,2025-04-01,301,500.6666666666667
Maharashtra,Aurangabad,2025-05-01,400,368.6666666666667
Maharashtra,Aurangabad,2025-06-01,262,321.0
Maharashtra,Aurangabad,2025-07-01,234,298.6666666666667
Maharashtra,Aurangabad,2025-08-01,540,345.3333333333333
Maharashtra,Aurangabad,2025-09-01,660,478.0
Maharashtra,Aurangabad,2025-10-01,670,623.3333333333334
Maharashtra,Aurangabad,2025-11-01,518,616.0
Maharashtra,Aurangabad,2025-12-01,516,568.0
Maharashtra,Beed,2025-01-01,5685,
Maharashtra,Beed,2025-02-01,458,
Maharashtra,Beed,2025-03-01,232,2125.0
Maharashtra,Beed,2025-04-01,196,295.3333333333333
Maharashtra,Beed,2025-05-01,113,180.33333333333334
Maharashtra,Beed,2025-06-01,126,145.0
Maharashtra,Beed,2025-07-01,136,125.0
Maharashtra,Beed,2025-08-01,363,208.33333333333334
Maharashtra,Beed,2025-09-01,335,278.0
Maharashtra,Beed,2025-10-01,323,340.3333333333333
Maharashtra,Beed,2025-11-01,312,323.3333333333333
Maharashtra,Beed,2025-12-01,319,318.0
Maharashtra,Bhandara,2025-01-01,59,
Maharashtra,Bhandara,2025-02-01,82,
Maharashtra,Bhandara,2025-03-01,43,61.333333333333336
Maharashtra,Bhandara,2025-04-01,43,56.0
Maharashtra,Bhandara,2025-05-01,40,42.0
Maharashtra,Bhandara,2025-06-01,30,37.666666666666664
Maharashtra,Bhandara,2025-07-01,27,32.333333333333336
Maharashtra,Bhandara,2025-08-01,62,39.666666666666664
Maharashtra,Bhandara,2025-09-01,93,60.666666666666664
Maharashtra,Bhandara,2025-10-01,97,84.0
Maharashtra,Bhandara,2025-11-01,70,86.66666666666667
Maharashtra,Bhandara,2025-12-01,85,84.0
Maharashtra,Bid,2025-01-01,11,
Maharashtra,Bid,2025-02-01,49,
Maharashtra,Bid,2025-03-01,18,26.0
Maharashtra,Bid,2025-04-01,19,28.666666666666668
Maharashtra,Bid,2025-05-01,15,17.333333333333332
Maharashtra,Bid,2025-06-01,5,13.0
Maharashtra,Bid,2025-07-01,5,8.333333333333334
Maharashtra,Bid,2025-08-01,22,10.666666666666666
Maharashtra,Bid,2025-09-01,22,16.333333333333332
Maharashtra,Bid,2025-10-01,30,24.666666666666668
Maharashtra,Bid,2025-11-01,42,31.333333333333332
Maharashtra,Bid,2025-12-01,18,30.0
Maharashtra,Buldana,2025-01-01,16,
Maharashtra,Buldana,2025-02-01,62,
Maharashtra,Buldana,2025-03-01,24,34.0
Maharashtra,Buldana,2025-04-01,31,39.0
Maharashtra,Buldana,2025-05-01,27,27.333333333333332
Maharashtra,Buldana,2025-06-01,23,27.0
Maharashtra,Buldana,2025-07-01,11,20.333333333333332
Maharashtra,Buldana,2025-08-01,46,26.666666666666668
Maharashtra,Buldana,2025-09-01,35,30.666666666666668
Maharashtra,Buldana,2025-10-01,49,43.333333333333336
Maharashtra,Buldana,2025-11-01,51,45.0
Maharashtra,Buldana,2025-12-01,45,48.333333333333336
Maharashtra,Buldhana,2025-01-01,2538,
Maharashtra,Buldhana,2025-02-01,324,
Maharashtra,Buldhana,2025-03-01,209,1023.6666666666666
Maharashtra,Buldhana,2025-04-01,112,215.0
Maharashtra,Buldhana,2025-05-01,90,137.0
Maharashtra,Buldhana,2025-06-01,116,106.0
Maharashtra,Buldhana,2025-07-01,73,93.0
Maharashtra,Buldhana,2025-08-01,267,152.0
Maharashtra,Buldhana,2025-09-01,247,195.66666666666666
Maharashtra,Buldhana,2025-10-01,265,259.6666666666667
Maharashtra,Buldhana,2025-11-01,246,252.66666666666666
Maharashtra,Buldhana,2025-12-01,215,242.0
Maharashtra,Chandrapur,2025-01-01,1260,
Maharashtra,Chandrapur,2025-02-01,207,
