year_month,district,bio_age_5_17,bio_age_17_plus,bio_total
2025-09,Barwani,4667,5069,9736
2025-09,Bastar,1843,8185,10028
2025-09,Basti,8956,3232,12188
2025-09,Bathinda,2688,6094,8782
2025-09,Baudh,105,389,494
2025-09,Beed,29546,9302,38848
2025-09,Begusarai,4940,5989,10929
2025-09,Belagavi,4210,2081,6291
2025-09,Belgaum,3281,5607,8888
2025-09,Bellary,2416,3865,6281
2025-09,Bemetara,1276,5340,6616
2025-09,Bengaluru,10062,12320,22382
2025-09,Bengaluru Rural,2,0,2
2025-09,Bengaluru South,0,14,14
2025-09,Betul,5347,8263,13610
2025-09,Bhabua,1,9,10
2025-09,Bhadohi,594,194,788
2025-09,Bhadradri Kothagudem,1603,1149,2752
2025-09,Bhadrak,6592,4339,10931
2025-09,Bhagalpur,4540,6477,11017
2025-09,Bhandara,7357,4753,12110
2025-09,Bharatpur,19477,5723,25200
2025-09,Bharuch,3425,3264,6689
2025-09,Bhavnagar,5059,6457,11516
2025-09,Bhilwara,16300,4296,20596
2025-09,Bhind,4394,3354,7748
2025-09,Bhiwani,3391,3780,7171
2025-09,Bhojpur,2747,4364,7111
2025-09,Bhopal,6263,9650,15913
2025-09,Bid,260,1159,1419
2025-09,Bidar,3634,3809,7443
2025-09,Bijapur,2369,5375,7744
2025-09,Bijapur(KAR),0,1,1
2025-09,Bijnor,13337,5371,18708
2025-09,Bikaner,15263,6262,21525
2025-09,Bilaspur,3457,9818,13275
2025-09,Birbhum,5595,7336,12931
2025-09,Bishnupur,2617,1072,3689
2025-09,Biswanath,693,208,901
2025-09,Bokaro,5163,4589,9752
2025-09,Bokaro *,0,1,1
2025-09,Bongaigaon,1938,772,2710
2025-09,Botad,814,536,1350
2025-09,Boudh,1481,1192,2673
2025-09,Budaun,9848,2956,12804
2025-09,Budgam,1337,237,1574
2025-09,Bulandshahar,13,32,45
2025-09,Bulandshahr,13041,4031,17072
2025-09,Buldana,1214,2993,4207
2025-09,Buldhana,25125,9957,35082
2025-09,Bundi,8430,2788,11218
2025-09,Burdwan,1,3,4
2025-09,Burhanpur,1833,2949,4782
2025-09,Buxar,1717,2548,4265
2025-09,Cachar,5501,2305,7806
2025-09,Central Delhi,2025,2294,4319
2025-09,Chamarajanagar,72,213,285
2025-09,Chamarajanagar *,3,12,15
2025-09,Chamba,1447,994,2441
2025-09,Chamoli,1414,788,2202
2025-09,Champawat,1263,1006,2269
2025-09,Champhai,616,221,837
2025-09,Chamrajanagar,2237,1247,3484
2025-09,Chamrajnagar,101,265,366
2025-09,Chandauli,8396,2672,11068
2025-09,Chandel,303,242,545
2025-09,Chandigarh,2268,2040,4308
2025-09,Chandrapur,9534,8823,18357
2025-09,Changlang,762,514,1276
2025-09,Charaideo,1400,222,1622
2025-09,Charkhi Dadri,228,436,664
2025-09,Chatra,4529,3516,8045
2025-09,Chatrapati Sambhaji Nagar,41,116,157
2025-09,Chengalpattu,315,241,556
2025-09,Chennai,8819,9585,18404
2025-09,Chhatarpur,6109,5732,11841
2025-09,Chhatrapati Sambhajinagar,99,452,551
2025-09,Chhindwara,4420,7327,11747
2025-09,Chhotaudepur,1568,1495,3063
2025-09,Chickmagalur,432,1362,1794
2025-09,Chikkaballapur,1439,1902,3341
2025-09,Chikkamagaluru,626,490,1116
2025-09,Chikmagalur,22,176,198
2025-09,Chirang,639,487,1126
2025-09,Chitradurga,2001,2594,4595
2025-09,Chitrakoot,4324,1607,5931
2025-09,Chittaurgarh,207,234,441
2025-09,Chittoor,5089,7068,12157
2025-09,Chittorgarh,9181,2950,12131
2025-09,Chumukedima,7,24,31
2025-09,Churachandpur,733,490,1223
2025-09,Churu,16430,5555,21985
2025-09,Coimbatore,4745,11429,16174
2025-09,Cooch Behar,2612,2494,5106
2025-09,Cuddalore,4723,5900,10623
2025-09,Cuddapah,3714,4701,8415
2025-09,Cuttack,5733,6835,12568
2025-09,Dadra & Nagar Haveli,24,63,87
2025-09,Dadra and Nagar Haveli,2902,2502,5404
2025-09,Dahod,6174,5567,11741
2025-09,Dakshin Bastar Dantewada,889,2054,2943
2025-09,Dakshin Dinajpur,2137,2856,4993
2025-09,Dakshina Kannada,2804,3512,6316
2025-09,Daman,469,254,723
2025-09,Damoh,4053,5013,9066
2025-09,Dantewada,766,1581,2347
2025-09,Darbhanga,6410,9174,15584
2025-09,Darjeeling,1443,2244,3687
2025-09,Darjiling,65,303,368
2025-09,Darrang,1772,735,2507
2025-09,Datia,2501,2163,4664
2025-09,Dausa,15772,3853,19625
2025-09,Davanagere,99,1072,1171
2025-09,Davangere,3297,5316,8613
2025-09,Debagarh,768,629,1397
2025-09,Deeg,2,17,19
2025-09,Dehradun,9767,6629,16396
2025-09,Deoghar,2474,2208,4682
2025-09,Deoria,9787,5459,15246
2025-09,Devbhumi Dwarka,1236,773,2009
2025-09,Dewas,3945,6626,10571
2025-09,Dhalai,751,987,1738
2025-09,Dhalai  *,12,31,43
2025-09,Dhamtari,1081,5226,6307
2025-09,Dhanbad,3721,7405,11126
2025-09,Dhar,4872,5462,10334
2025-09,Dharashiv,15,91,106
2025-09,Dharmapuri,3961,2718,6679
2025-09,Dharwad,2658,3663,6321
2025-09,Dhaulpur,56,60,116
2025-09,Dhemaji,2033,532,2565
2025-09,Dhenkanal,3339,3476,6815
2025-09,Dholpur,14614,2073,16687
2025-09,Dhubri,3958,1337,5295
2025-09,Dhule,13123,9751,22874
2025-09,Dibang Valley,10,9,19
2025-09,Dibrugarh,1789,868,2657
2025-09,Dima Hasao,1,2,3
2025-09,Dimapur,564,1404,1968
2025-09,Dindigul,4999,9162,14161
2025-09,Dindori,1599,1917,3516
2025-09,Diu,132,120,252
2025-09,Doda,503,639,1142
2025-09,Dohad,225,1359,1584
2025-09,Domjur,0,1,1
2025-09,Dr. B. R. Ambedkar Konaseema,200,309,509
2025-09,Dumka,2317,3307,5624
2025-09,Dungarpur,14560,2698,17258
2025-09,Durg,5577,8203,13780
2025-09,East,275,279,554
2025-09,East Champaran,6434,9552,15986
2025-09,East Delhi,5495,5279,10774
2025-09,East Garo Hills,101,208,309
2025-09,East Godavari,7385,7853,15238
2025-09,East Jaintia Hills,139,63,202
2025-09,East Kameng,396,263,659
2025-09,East Khasi Hills,765,1199,1964
2025-09,East Midnapore,828,1840,2668
2025-09,East Midnapur,0,2,2
2025-09,East Nimar,824,2601,3425
2025-09,East Siang,152,96,248
2025-09,East Sikkim,325,128,453
2025-09,East Singhbhum,4508,6961,11469
2025-09,East midnapore,1,0,1
2025-09,Eastern West Khasi Hills,1,3,4
2025-09,Eluru,215,392,607
2025-09,Ernakulam,4157,6211,10368
2025-09,Erode,4609,6819,11428
2025-09,Etah,6599,2082,8681
2025-09,Etawah,7771,2686,10457
2025-09,Faizabad,8484,2778,11262
2025-09,Faridabad,5389,4741,10130
2025-09,Faridkot,1105,1998,3103
2025-09,Farrukhabad,6356,1762,8118
2025-09,Fatehabad,2659,2861,5520
2025-09,Fatehgarh Sahib,1022,2003,3025
2025-09,Fatehpur,8728,3643,12371
2025-09,Fazilka,2693,2991,5684
2025-09,Ferozepur,2079,2617,4696
2025-09,Firozabad,8816,2644,11460
2025-09,Firozpur,198,1153,1351
2025-09,Gadag,1660,1566,3226
2025-09,Gadag *,41,122,163
2025-09,Gadchiroli,5734,7537,13271
2025-09,Gajapati,2546,2373,4919
2025-09,Ganderbal,398,385,783
2025-09,Gandhinagar,2555,3614,6169
2025-09,Ganganagar,11746,4513,16259
2025-09,Ganjam,6695,7156,13851
2025-09,Garhwa,3355,5261,8616
2025-09,Garhwa *,57,452,509
2025-09,Garhwal,8,53,61
2025-09,Gariyaband,614,3353,3967
2025-09,Gaurela-pendra-marwahi,23,59,82
2025-09,Gautam Buddha Nagar,4911,3352,8263
2025-09,Gaya,4957,7385,12342
2025-09,Ghaziabad,10376,7721,18097
2025-09,Ghazipur,12253,4730,16983
2025-09,Gir Somnath,1564,1065,2629
2025-09,Giridih,4224,4115,8339
2025-09,Goalpara,1668,823,2491
2025-09,Godda,2284,2792,5076
2025-09,Golaghat,1459,651,2110
2025-09,Gomati,341,166,507
2025-09,Gonda,10528,4485,15013
2025-09,Gondia,12,83,95
2025-09,Gondiya,7279,4498,11777
2025-09,Gondiya *,34,206,240
2025-09,Gopalganj,2974,4229,7203
2025-09,Gorakhpur,9525,8600,18125
2025-09,Gulbarga,1708,3786,5494
2025-09,Gumla,3136,4727,7863
2025-09,Guna,5534,6156,11690
2025-09,Guntur,4976,8246,13222
2025-09,Gurdaspur,3375,7448,10823
2025-09,Gurgaon,3161,2586,5747
2025-09,Gwalior,5313,5410,10723
2025-09,HOOGHLY,1,4,5
2025-09,HOWRAH,5,4,9
2025-09,Hailakandi,1861,596,2457
2025-09,Hamirpur,6215,2484,8699
2025-09,Hanumakonda,168,1330,1498
2025-09,Hanumangarh,10421,4449,14870
2025-09,Haora,591,2452,3043
2025-09,Hapur,4454,1548,6002
2025-09,Harda,1396,1931,3327
2025-09,Harda *,229,916,1145
2025-09,Hardoi,19851,4605,24456
2025-09,Hardwar,11,105,116
2025-09,Haridwar,4155,3340,7495
2025-09,Hasan,163,843,1006
2025-09,Hassan,1459,1493,2952
2025-09,Hathras,6646,1876,8522
2025-09,Haveri,2122,2885,5007
2025-09,Haveri *,29,153,182
2025-09,Hawrah,1,2,3
2025-09,Hazaribag,128,533,661
2025-09,Hazaribagh,2801,3001,5802
2025-09,Hingoli,9298,6063,15361
2025-09,Hingoli *,0,2,2
2025-09,Hisar,4283,4205,8488
2025-09,Hnahthial,1,2,3
2025-09,Hojai,1711,1339,3050
2025-09,Hooghiy,0,1,1
2025-09,Hooghly,6809,8986,15795
2025-09,Hoshangabad,4050,6369,10419
2025-09,Hoshiarpur,2707,4880,7587
2025-09,Howrah,4350,4958,9308
2025-09,Hugli,24,85,109
2025-09,Hyderabad,14451,17002,31453
2025-09,Idukki,1436,1945,3381
2025-09,Imphal East,2625,1307,3932
2025-09,Imphal West,3003,1817,4820
2025-09,Indore,8287,10396,18683
2025-09,JAJPUR,2637,1171,3808
2025-09,Jabalpur,8851,9062,17913
2025-09,Jagatsinghapur,2231,1966,4197
2025-09,Jagatsinghpur,322,1460,1782
2025-09,Jagitial,483,374,857
2025-09,Jaintia Hills,0,4,4
2025-09,Jaipur,32569,16745,49314
2025-09,Jaisalmer,5622,1704,7326
2025-09,Jajapur,2174,2843,5017
2025-09,Jajpur,9,32,41
2025-09,Jalandhar,3225,6858,10083
2025-09,Jalaun,5234,2264,7498
2025-09,Jalgaon,27621,21601,49222
2025-09,Jalna,16007,9891,25898
2025-09,Jalor,14122,3899,18021
2025-09,Jalpaiguri,3533,4708,8241
2025-09,Jammu,3474,4411,7885
2025-09,Jamnagar,2925,3416,6341
2025-09,Jamtara,1424,1935,3359
2025-09,Jamui,2379,2978,5357
2025-09,Jangaon,11,91,102
2025-09,Jangoan,581,665,1246
2025-09,Janjgir - Champa,1,35,36
2025-09,Janjgir Champa,1,31,32
2025-09,Janjgir-champa,3060,8909,11969
2025-09,Jashpur,1070,3263,4333
2025-09,Jaunpur,17426,7301,24727
2025-09,Jayashankar Bhupalpally,243,344,587
2025-09,Jehanabad,999,1561,2560
2025-09,Jhabua,4305,3798,8103
2025-09,Jhajjar,2548,2228,4776
2025-09,Jhalawar,15652,3414,19066
2025-09,Jhansi,9268,4002,13270
2025-09,Jhargram,346,295,641
2025-09,Jharsuguda,1110,1245,2355
2025-09,Jhunjhunu,222,226,448
2025-09,Jhunjhunun,12007,4960,16967
2025-09,Jind,3757,4641,8398
2025-09,Jiribam,63,95,158
2025-09,Jodhpur,27994,9463,37457
2025-09,Jogulamba Gadwal,587,400,987
2025-09,Jorhat,1249,465,1714
2025-09,Junagadh,2334,5974,8308
2025-09,Jyotiba Phule Nagar,4,32,36
2025-09,K.V.Rangareddy,33,177,210
2025-09,K.v. Rangareddy,11393,14292,25685
2025-09,KOLKATA,1,0,1
2025-09,Kabeerdham,874,1034,1908
2025-09,Kachchh,3459,4035,7494
2025-09,Kaimur (Bhabua),3041,3536,6577
2025-09,Kaithal,4231,3212,7443
2025-09,Kakching,239,43,282
2025-09,Kakinada,250,346,596
2025-09,Kalaburagi,3672,1884,5556
2025-09,Kalahandi,5054,4340,9394
2025-09,Kalimpong,81,45,126
2025-09,Kallakurichi,146,240,386
2025-09,Kamareddy,808,921,1729
2025-09,Kamle,6,17,23
2025-09,Kamrup,3981,1046,5027
2025-09,Kamrup Metro,1648,1195,2843
2025-09,Kancheepuram,7499,9434,16933
2025-09,Kandhamal,2797,2829,5626
2025-09,Kangra,3691,3657,7348
2025-09,Kanker,791,2668,3459
2025-09,Kannauj,6085,1787,7872
2025-09,Kanniyakumari,2807,3796,6603
2025-09,Kannur,4147,7976,12123
2025-09,Kanpur Dehat,5762,1964,7726
2025-09,Kanpur Nagar,14030,8213,22243
2025-09,Kanyakumari,2177,695,2872
2025-09,Kapurthala,1004,2421,3425
2025-09,Karaikal,1621,1880,3501
2025-09,Karauli,12511,2521,15032
2025-09,Karbi Anglong,1849,1335,3184
2025-09,Kargil,831,138,969
2025-09,Karim Nagar,36,226,262
2025-09,Karimganj,2638,970,3608
2025-09,Karimnagar,5189,11313,16502
2025-09,Karnal,3568,5044,8612
2025-09,Karur,1846,3444,5290
2025-09,Kasaragod,2213,2781,4994
2025-09,Kasargod,32,351,383
2025-09,Kasganj,5801,1800,7601
2025-09,Kathua,1430,1076,2506
2025-09,Katihar,6598,12924,19522
2025-09,Katni,3889,3725,7614
2025-09,Kaushambi,9254,2292,11546
2025-09,Kawardha,1035,2506,3541
2025-09,Kendrapara,3744,3544,7288
2025-09,Kendujhar,4037,4739,8776
2025-09,Khagaria,2701,3517,6218
2025-09,Khairagarh Chhuikhadan Gandai,13,100,113
2025-09,Khammam,7302,4487,11789
2025-09,Khandwa,2408,1944,4352
2025-09,Khargone,5635,8506,14141
2025-09,Khawzawl,2,2,4
2025-09,Kheda,4071,6805,10876
2025-09,Kheri,16374,4475,20849
2025-09,Khorda,3844,3739,7583
2025-09,Khordha,354,2806,3160
2025-09,Khowai,187,129,316
2025-09,Khunti,1479,2986,4465
2025-09,Kinnaur,140,125,265
2025-09,Kiphire,217,223,440
2025-09,Kishanganj,4094,11869,15963
2025-09,Kishtwar,535,463,998
2025-09,Koch Bihar,330,1318,1648
2025-09,Kodagu,462,772,1234
2025-09,Kodarma,88,195,283
2025-09,Koderma,1310,1290,2600
2025-09,Kohima,602,999,1601
2025-09,Kokrajhar,972,471,1443
2025-09,Kolar,2288,2974,5262
2025-09,Kolasib,161,103,264
2025-09,Kolhapur,28172,11183,39355
2025-09,Kolkata,2942,6163,9105
2025-09,Kollam,3720,6088,9808
2025-09,Komaram Bheem,383,648,1031
2025-09,Kondagaon,707,3056,3763
2025-09,Koppal,2462,3746,6208
2025-09,Koraput,5251,6774,12025
2025-09,Korba,3907,5545,9452
2025-09,Koriya,1107,3030,4137
2025-09,Kota,10120,3940,14060
2025-09,Kottayam,2195,3853,6048
2025-09,Kozhikode,4724,7648,12372
2025-09,Kra Daadi,75,37,112
2025-09,Krishna,5652,9254,14906
2025-09,Krishnagiri,3763,4013,7776
2025-09,Kulgam,994,557,1551
2025-09,Kullu,338,537,875
2025-09,Kupwara,1477,1748,3225
2025-09,Kurnool,7839,9118,16957
2025-09,Kurukshetra,2619,3630,6249
2025-09,Kurung Kumey,134,132,266
2025-09,Kushinagar,9413,5574,14987
2025-09,Kushinagar *,4,3,7
2025-09,Lahaul and Spiti,1,5,6
2025-09,Lahul & Spiti,10,89,99
2025-09,Lahul and Spiti,52,28,80
2025-09,Lakhimpur,1995,1038,3033
2025-09,Lakhisarai,1661,2152,3813
2025-09,Lakshadweep,142,199,341
2025-09,Lalitpur,6952,3228,10180
2025-09,Latehar,1893,1916,3809
2025-09,Latur,12159,10367,22526
2025-09,Lawngtlai,814,346,1160
2025-09,Leh,564,164,728
2025-09,Leh (ladakh),4,1,5
2025-09,Leparada,3,0,3
2025-09,Lohardaga,1101,2195,3296
2025-09,Lohit,141,175,316
2025-09,Longding,224,109,333
2025-09,Longleng,94,101,195
2025-09,Lower Dibang Valley,96,81,177
2025-09,Lower Siang,27,13,40
2025-09,Lower Subansiri,180,116,296
2025-09,Lucknow,13238,8017,21255
2025-09,Ludhiana,5792,8284,14076
2025-09,Lunglei,214,197,411
2025-09,MALDA,2,11,13
2025-09,Madhepura,3638,5230,8868
2025-09,Madhubani,5748,8072,13820
2025-09,Madurai,6251,8600,14851
2025-09,Mahabub Nagar,128,3755,3883
2025-09,Mahabubabad,876,415,1291
2025-09,Mahabubnagar,9104,11591,20695
2025-09,Maharajganj,6816,3597,10413
2025-09,Mahasamund,1314,4122,5436
2025-09,Mahbubnagar,299,1922,2221
2025-09,Mahendragarh,2150,2337,4487
2025-09,Mahesana,3641,5251,8892
2025-09,Mahisagar,1539,1420,2959
2025-09,Mahoba,4342,1481,5823
2025-09,Mahoba *,0,1,1
2025-09,Mahrajganj,2,2,4
2025-09,Maihar,29,206,235
2025-09,Mainpuri,7862,2368,10230
2025-09,Majuli,279,74,353
2025-09,Malappuram,7796,9422,17218
2025-09,Malda,4840,7318,12158
2025-09,Maldah,465,1562,2027
2025-09,Malerkotla,527,733,1260
2025-09,Malkangiri,1698,2062,3760
2025-09,Mamit,252,79,331
2025-09,Mammit,32,45,77
2025-09,Mancherial,630,496,1126
2025-09,Mandi,1565,3055,4620
2025-09,Mandla,2000,2223,4223
2025-09,Mandsaur,3024,3869,6893
2025-09,Mandya,1574,2749,4323
2025-09,Manendragarh–Chirmiri–Bharatpur,9,118,127
2025-09,Mansa,1603,3158,4761
2025-09,Marigaon,2640,1266,3906
2025-09,Mathura,9256,3369,12625
2025-09,Mau,6611,4096,10707
2025-09,Mauganj,12,282,294
2025-09,Mayiladuthurai,302,100,402
2025-09,Mayurbhanj,5192,6774,11966
2025-09,Medak,7501,10408,17909
2025-09,Medchal-malkajgiri,1274,1620,2894
2025-09,Medchal?malkajgiri,3,1,4
2025-09,Medchal−malkajgiri,673,251,924
2025-09,Medinipur,5,9,14
2025-09,Meerut,10624,5593,16217
2025-09,Meluri,15,107,122
2025-09,Mewat,7747,3600,11347
2025-09,Mirzapur,8333,2889,11222
2025-09,Moga,1577,3222,4799
2025-09,Mohalla-Manpur-Ambagarh Chowki,0,6,6
2025-09,Mohla-Manpur-Ambagarh Chouki,53,221,274
2025-09,Mokokchung,338,745,1083
2025-09,Mon,329,732,1061
2025-09,Monghyr,2,33,35
2025-09,Moradabad,8844,4705,13549
2025-09,Morbi,1380,914,2294
2025-09,Morena,5092,4635,9727
2025-09,Muktsar,63,789,852
2025-09,Mulugu,178,429,607
2025-09,Mumbai,15229,22100,37329
2025-09,Mumbai City,3403,1346,4749
2025-09,Mumbai Suburban,13029,5879,18908
2025-09,Mumbai( Sub Urban ),85,686,771
2025-09,Mungeli,1303,4512,5815
2025-09,Munger,1597,2462,4059
2025-09,Murshidabad,9977,14582,24559
2025-09,Muzaffarnagar,12337,4528,16865
2025-09,Muzaffarpur,6140,9685,15825
2025-09,Mysore,1355,3373,4728
2025-09,Mysuru,2493,1788,4281
2025-09,N. T. R,329,638,967
2025-09,NADIA,0,1,1
2025-09,NUAPADA,11,73,84
2025-09,Nabarangapur,4675,4442,9117
2025-09,Nadia,7025,7502,14527
2025-09,Nagaon,5596,6968,12564
2025-09,Nagapattinam,1799,3431,5230
2025-09,Nagarkurnool,643,803,1446
2025-09,Nagaur,25627,8296,33923
2025-09,Nagpur,17519,17828,35347
2025-09,Nainital,3319,2907,6226
2025-09,Najafgarh,3,87,90
2025-09,Nalanda,3434,5390,8824
2025-09,Nalbari,2544,382,2926
2025-09,Nalgonda,6547,10745,17292
2025-09,Namakkal,1711,6898,8609
2025-09,Namchi,0,2,2
2025-09,Namsai,167,211,378
2025-09,Nanded,24296,16428,40724
2025-09,Nandurbar,9258,11474,20732
2025-09,Nandurbar *,10,321,331
2025-09,Nandyal,220,388,608
2025-09,Narayanpet,426,423,849
2025-09,Narayanpur,534,1264,1798
2025-09,Narmada,1259,2056,3315
2025-09,Narmadapuram,94,390,484
2025-09,Narsimhapur,349,952,1301
2025-09,Narsinghpur,3120,2796,5916
2025-09,Nashik,45329,30074,75403
2025-09,Navsari,2402,1871,4273
2025-09,Nawada,2591,4053,6644
2025-09,Nawanshahr,35,886,921
2025-09,Nayagarh,4029,2945,6974
2025-09,Neemuch,2424,2177,4601
2025-09,Nellore,3391,5019,8410
2025-09,New Delhi,232,163,395
2025-09,Nicobar,93,155,248
2025-09,Nicobars,1,0,1
2025-09,Nirmal,876,1035,1911
2025-09,Niuland,12,9,21
2025-09,Niwari,45,81,126
2025-09,Nizamabad,5553,6949,12502
2025-09,Noklak,21,38,59
2025-09,North,11,26,37
2025-09,North 24 Parganas,10361,14020,24381
2025-09,North And Middle Andaman,559,187,746
2025-09,North Cachar Hills,811,136,947
2025-09,North Delhi,2672,2843,5515
2025-09,North Dinajpur,40,162,202
2025-09,North East,231,2766,2997
2025-09,North East Delhi,6990,5135,12125
2025-09,North Garo Hills,86,44,130
2025-09,North Goa,1176,1587,2763
2025-09,North Sikkim,38,35,73
2025-09,North Tripura,1030,1878,2908
2025-09,North Twenty Four Parganas,390,1605,1995
2025-09,North West Delhi,12504,13440,25944
2025-09,Nuapada,3903,2277,6180
2025-09,Osmanabad,9674,5345,15019
2025-09,Pakaur,95,191,286
2025-09,Pakke Kessang,7,21,28
2025-09,Pakur,1811,1684,3495
2025-09,Palakkad,4563,7013,11576
2025-09,Palamau,30,149,179
2025-09,Palamu,4082,3616,7698
2025-09,Palghar,14856,5670,20526
2025-09,Pali,16407,7513,23920
2025-09,Palnadu,192,348,540
2025-09,Palwal,3644,3053,6697
2025-09,Panch Mahals,5,67,72
2025-09,Panchkula,1391,1002,2393
2025-09,Panchmahals,4081,6951,11032
2025-09,Pandhurna,13,81,94
2025-09,Panipat,2951,4045,6996
2025-09,Panna,3527,3880,7407
2025-09,Papum Pare,968,409,1377
2025-09,Parbhani,14986,7684,22670
2025-09,Parvathipuram Manyam,149,432,581
2025-09,Paschim Bardhaman,499,581,1080
2025-09,Paschim Medinipur,10404,10029,20433
2025-09,Pashchim Champaran,10,51,61
2025-09,Pashchimi Singhbhum,271,907,1178
2025-09,Patan,2703,4094,6797
2025-09,Pathanamthitta,1797,2938,4735
2025-09,Pathankot,1195,1193,2388
2025-09,Patiala,3341,5261,8602
2025-09,Patna,6475,9253,15728
2025-09,Pauri Garhwal,2416,1637,4053
2025-09,Peddapalli,199,892,1091
2025-09,Perambalur,1174,3098,4272
2025-09,Peren,189,226,415
2025-09,Phek,199,579,778
2025-09,Pilibhit,13176,3194,16370
2025-09,Pithoragarh,1502,1103,2605
2025-09,Pondicherry,969,3493,4462
2025-09,Porbandar,958,1284,2242
2025-09,Prakasam,4352,6116,10468
2025-09,Pratapgarh,20782,6448,27230
2025-09,Prayagraj,1170,702,1872
2025-09,Puducherry,3376,1735,5111
2025-09,Pudukkottai,2848,5801,8649
2025-09,Pulwama,613,684,1297
2025-09,Punch,1110,1059,2169
2025-09,Pune,39904,24535,64439
2025-09,Purba Bardhaman,654,661,1315
2025-09,Purba Champaran,6,38,44
2025-09,Purba Medinipur,7624,6996,14620
2025-09,Purbi Singhbhum,209,1508,1717
2025-09,Puri,3350,3595,6945
2025-09,Purnea,62,542,604
2025-09,Purnia,6550,12153,18703
2025-09,Purulia,161,445,606
2025-09,Puruliya,4939,6751,11690
2025-09,Rae Bareli,11542,3867,15409
2025-09,Raebareli,1,2,3
2025-09,Raichur,4182,4320,8502
2025-09,Raigad,591,868,1459
2025-09,Raigarh,16589,29656,46245
2025-09,Raigarh(MH),7,95,102
2025-09,Raipur,2964,11556,14520
2025-09,Raisen,4770,5358,10128
2025-09,Rajanna Sircilla,471,525,996
2025-09,Rajauri,1,2,3
2025-09,Rajgarh,3928,6349,10277
2025-09,Rajkot,5701,7224,12925
2025-09,Rajnandgaon,3259,6638,9897
2025-09,Rajouri,1674,1518,3192
2025-09,Rajsamand,9677,2555,12232
2025-09,Ramanagar,1581,1815,3396
2025-09,Ramanathapuram,2238,4131,6369
2025-09,Ramban,801,303,1104
2025-09,Ramgarh,1390,1577,2967
2025-09,Rampur,9486,3347,12833
2025-09,Ranchi,4767,8246,13013
2025-09,Rangareddi,1239,4557,5796
2025-09,Rangareddy,64,145,209
2025-09,Ranipet,34,34,68
2025-09,Ratlam,3284,4221,7505
2025-09,Ratnagiri,15151,5678,20829
2025-09,Rayagada,2489,2896,5385
2025-09,Reasi,759,502,1261
2025-09,Rewa,9342,8294,17636
2025-09,Rewari,2974,1755,4729
2025-09,Ri Bhoi,277,168,445
2025-09,Rohtak,2759,3657,6416
2025-09,Rohtas,3572,5543,9115
2025-09,Rudraprayag,828,1061,1889
2025-09,Rupnagar,1396,2251,3647
2025-09,S.A.S Nagar(Mohali),40,417,457
2025-09,SAS Nagar (Mohali),2366,2105,4471
2025-09,Sabar Kantha,21,133,154
2025-09,Sabarkantha,3471,5830,9301
2025-09,Sagar,7402,7483,14885
2025-09,Saharanpur,14451,6096,20547
2025-09,Saharsa,3302,8873,12175
2025-09,Sahebganj,2556,2251,4807
2025-09,Sahibganj,46,114,160
2025-09,Saiha,154,90,244
2025-09,Saitual,1,4,5
2025-09,Sakti,36,258,294
2025-09,Salem,5646,10879,16525
2025-09,Samastipur,5382,7445,12827
2025-09,Samba,491,291,782
2025-09,Sambalpur,2165,2394,4559
2025-09,Sambhal,9133,2405,11538
2025-09,Samstipur,4,52,56
2025-09,Sangareddy,1442,928,2370
2025-09,Sangli,25083,8630,33713
2025-09,Sangrur,2485,4261,6746
2025-09,Sant Kabir Nagar,6611,2727,9338
2025-09,Sant Ravidas Nagar,7607,2166,9773
2025-09,Sant Ravidas Nagar Bhadohi,21,19,40
2025-09,Saran,4302,6750,11052
2025-09,Sarangarh-Bilaigarh,11,188,199
2025-09,Satara,32126,7175,39301
2025-09,Satna,7279,8460,15739
2025-09,Sawai Madhopur,11028,3260,14288
2025-09,Sehore,2730,4752,7482
2025-09,Senapati,1228,653,1881
2025-09,Seoni,3045,3763,6808
2025-09,Sepahijala,508,361,869
2025-09,Seraikela-Kharsawan,1980,3206,5186
2025-09,Seraikela-kharsawan,164,1020,1184
2025-09,Serchhip,286,386,672
2025-09,Shahdara,143,342,485
2025-09,Shahdol,3263,4660,7923
2025-09,Shaheed Bhagat Singh Nagar,1102,1338,2440
2025-09,Shahjahanpur,13276,2973,16249
2025-09,Shajapur,3525,5511,9036
2025-09,Shamator,7,37,44
2025-09,Shamli,6167,2709,8876
2025-09,Sheikhpura,2400,2346,4746
2025-09,Sheikpura,2,39,41
2025-09,Sheohar,944,1710,2654
2025-09,Sheopur,1670,1958,3628
2025-09,Shi-yomi,11,13,24
2025-09,Shimla,1365,1548,2913
2025-09,Shimoga,634,2231,2865
2025-09,Shivamogga,1898,1121,3019
2025-09,Shivpuri,4679,8349,13028
2025-09,Shrawasti,3568,1521,5089
2025-09,Shupiyan,1088,383,1471
2025-09,Siang,105,26,131
2025-09,Sibsagar,911,214,1125
2025-09,Siddharthnagar,6447,3216,9663
2025-09,Siddipet,1054,1175,2229
2025-09,Sidhi,3659,4673,8332
2025-09,Sikar,17716,7889,25605
2025-09,Simdega,1457,3849,5306
2025-09,Sindhudurg,4047,2061,6108
2025-09,Singrauli,3966,2866,6832
2025-09,Sirmaur,889,1226,2115
2025-09,Sirohi,9236,2675,11911
2025-09,Sirsa,3911,3541,7452
2025-09,Sitamarhi,5065,7256,12321
2025-09,Sitapur,20757,4762,25519
2025-09,Sivaganga,2368,4536,6904
2025-09,Siwan,3744,5560,9304
2025-09,Solan,929,1291,2220
