district,year_month,demand_total,mom_growth
Moga,2025-04,45,-0.08163265306122447
Moga,2025-05,66,0.46666666666666656
Moga,2025-06,54,-0.18181818181818177
Moga,2025-07,11,-0.7962962962962963
Moga,2025-08,70,5.363636363636363
Moga,2025-09,84,0.19999999999999996
Moga,2025-10,85,0.011904761904761862
Moga,2025-11,77,-0.09411764705882353
Moga,2025-12,62,-0.19480519480519476
Mohalla-Manpur-Ambagarh Chowki,2025-02,3,
Mohalla-Manpur-Ambagarh Chowki,2025-07,1,-0.6666666666666667
Mohalla-Manpur-Ambagarh Chowki,2025-11,1,0.0
Mohla-Manpur-Ambagarh Chouki,2025-01,3,
Mohla-Manpur-Ambagarh Chouki,2025-02,12,3.0
Mohla-Manpur-Ambagarh Chouki,2025-03,7,-0.41666666666666663
Mohla-Manpur-Ambagarh Chouki,2025-04,4,-0.4285714285714286
Mohla-Manpur-Ambagarh Chouki,2025-05,3,-0.25
Mohla-Manpur-Ambagarh Chouki,2025-06,5,0.6666666666666667
Mohla-Manpur-Ambagarh Chouki,2025-07,5,0.0
Mohla-Manpur-Ambagarh Chouki,2025-08,15,2.0
Mohla-Manpur-Ambagarh Chouki,2025-09,16,0.06666666666666665
Mohla-Manpur-Ambagarh Chouki,2025-10,14,-0.125
Mohla-Manpur-Ambagarh Chouki,2025-11,9,-0.3571428571428571
Mohla-Manpur-Ambagarh Chouki,2025-12,9,0.0
Mokokchung,2025-01,305,
Mokokchung,2025-02,5,-0.9836065573770492
Mokokchung,2025-03,9,0.8
Mokokchung,2025-04,12,0.33333333333333326
Mokokchung,2025-05,5,-0.5833333333333333
Mokokchung,2025-06,8,0.6000000000000001
Mokokchung,2025-07,8,0.0
Mokokchung,2025-08,23,1.875
Mokokchung,2025-09,7,-0.6956521739130435
Mokokchung,2025-10,8,0.1428571428571428
Mokokchung,2025-11,8,0.0
Mokokchung,2025-12,11,0.375
Mon,2025-01,1636,
Mon,2025-02,30,-0.9816625916870416
Mon,2025-03,27,-0.09999999999999998
Mon,2025-04,16,-0.40740740740740744
Mon,2025-05,55,2.4375
Mon,2025-06,32,-0.4181818181818182
Mon,2025-07,53,0.65625
Mon,2025-08,53,0.0
Mon,2025-09,39,-0.26415094339622647
Mon,2025-10,32,-0.17948717948717952
Mon,2025-11,28,-0.125
Mon,2025-12,55,0.9642857142857142
Monghyr,2025-02,7,
Monghyr,2025-05,3,-0.5714285714285714
Monghyr,2025-06,3,0.0
Monghyr,2025-07,3,0.0
Monghyr,2025-08,4,0.33333333333333326
Monghyr,2025-09,1,-0.75
Monghyr,2025-11,1,0.0
Monghyr,2025-12,1,0.0
Moradabad,2025-01,14259,
Moradabad,2025-02,756,-0.946980854197349
Moradabad,2025-03,285,-0.623015873015873
Moradabad,2025-04,209,-0.2666666666666667
Moradabad,2025-05,458,1.1913875598086126
Moradabad,2025-06,475,0.037117903930131035
Moradabad,2025-07,274,-0.42315789473684207
Moradabad,2025-08,386,0.4087591240875912
Moradabad,2025-09,537,0.39119170984455964
Moradabad,2025-10,720,0.34078212290502785
Moradabad,2025-11,382,-0.46944444444444444
Moradabad,2025-12,450,0.17801047120418856
Morbi,2025-01,7767,
Morbi,2025-02,140,-0.9819750225312218
Morbi,2025-03,97,-0.30714285714285716
Morbi,2025-04,43,-0.5567010309278351
Morbi,2025-05,31,-0.2790697674418605
Morbi,2025-06,40,0.29032258064516125
Morbi,2025-07,18,-0.55
Morbi,2025-08,50,1.7777777777777777
Morbi,2025-09,92,0.8400000000000001
Morbi,2025-10,124,0.34782608695652173
Morbi,2025-11,96,-0.22580645161290325
Morbi,2025-12,103,0.07291666666666674
Morena,2025-01,15140,
Morena,2025-02,699,-0.9538309114927345
Morena,2025-03,332,-0.525035765379113
Morena,2025-04,271,-0.1837349397590361
Morena,2025-05,282,0.040590405904058935
Morena,2025-06,250,-0.11347517730496459
Morena,2025-07,193,-0.22799999999999998
Morena,2025-08,505,1.616580310880829
Morena,2025-09,487,-0.035643564356435675
Morena,2025-10,579,0.1889117043121149
Morena,2025-11,510,-0.11917098445595853
Morena,2025-12,429,-0.1588235294117647
Muktsar,2025-01,34,
Muktsar,2025-02,27,-0.20588235294117652
Muktsar,2025-03,12,-0.5555555555555556
Muktsar,2025-04,8,-0.33333333333333337
Muktsar,2025-05,12,0.5
Muktsar,2025-06,14,0.16666666666666674
Muktsar,2025-07,1,-0.9285714285714286
Muktsar,2025-08,14,13.0
Muktsar,2025-09,19,0.3571428571428572
Muktsar,2025-10,9,-0.5263157894736843
Muktsar,2025-11,22,1.4444444444444446
Muktsar,2025-12,20,-0.09090909090909094
Mulugu,2025-01,36,
Mulugu,2025-02,51,0.41666666666666674
Mulugu,2025-03,57,0.11764705882352944
Mulugu,2025-04,18,-0.6842105263157895
Mulugu,2025-05,16,-0.11111111111111116
Mulugu,2025-06,47,1.9375
Mulugu,2025-07,24,-0.4893617021276596
Mulugu,2025-08,36,0.5
Mulugu,2025-09,36,0.0
Mulugu,2025-10,51,0.41666666666666674
Mulugu,2025-11,34,-0.33333333333333337
Mulugu,2025-12,57,0.6764705882352942
Mumbai,2025-01,1540,
Mumbai,2025-02,795,-0.48376623376623373
Mumbai,2025-03,332,-0.5823899371069182
Mumbai,2025-04,213,-0.35843373493975905
Mumbai,2025-05,342,0.6056338028169015
Mumbai,2025-06,256,-0.2514619883040936
Mumbai,2025-07,221,-0.13671875
Mumbai,2025-08,335,0.5158371040723981
Mumbai,2025-09,558,0.6656716417910449
Mumbai,2025-10,670,0.2007168458781361
Mumbai,2025-11,541,-0.19253731343283587
Mumbai,2025-12,510,-0.05730129390018479
Mumbai City,2025-01,62,
Mumbai City,2025-02,154,1.4838709677419355
Mumbai City,2025-03,68,-0.5584415584415585
Mumbai City,2025-04,47,-0.3088235294117647
Mumbai City,2025-05,73,0.553191489361702
Mumbai City,2025-06,43,-0.410958904109589
Mumbai City,2025-07,46,0.06976744186046502
Mumbai City,2025-08,50,0.08695652173913038
Mumbai City,2025-09,132,1.6400000000000001
Mumbai City,2025-10,121,-0.08333333333333337
Mumbai City,2025-11,111,-0.0826446280991735
Mumbai City,2025-12,103,-0.07207207207207211
Mumbai Suburban,2025-01,10589,
Mumbai Suburban,2025-02,571,-0.9460761167249032
Mumbai Suburban,2025-03,302,-0.47110332749562167
Mumbai Suburban,2025-04,161,-0.4668874172185431
Mumbai Suburban,2025-05,313,0.9440993788819876
Mumbai Suburban,2025-06,232,-0.2587859424920128
Mumbai Suburban,2025-07,242,0.0431034482758621
Mumbai Suburban,2025-08,251,0.037190082644628086
Mumbai Suburban,2025-09,406,0.6175298804780875
Mumbai Suburban,2025-10,494,0.21674876847290636
Mumbai Suburban,2025-11,413,-0.16396761133603244
Mumbai Suburban,2025-12,375,-0.09200968523002417
Mumbai( Sub Urban ),2025-01,14,
Mumbai( Sub Urban ),2025-02,20,0.4285714285714286
Mumbai( Sub Urban ),2025-03,16,-0.19999999999999996
Mumbai( Sub Urban ),2025-04,1,-0.9375
Mumbai( Sub Urban ),2025-05,18,17.0
Mumbai( Sub Urban ),2025-06,11,-0.38888888888888884
Mumbai( Sub Urban ),2025-07,12,0.09090909090909083
Mumbai( Sub Urban ),2025-08,4,-0.6666666666666667
Mumbai( Sub Urban ),2025-09,20,4.0
Mumbai( Sub Urban ),2025-10,30,0.5
Mumbai( Sub Urban ),2025-11,9,-0.7
Mumbai( Sub Urban ),2025-12,14,0.5555555555555556
Mungeli,2025-01,94,
Mungeli,2025-02,173,0.8404255319148937
Mungeli,2025-03,46,-0.7341040462427746
Mungeli,2025-04,31,-0.32608695652173914
Mungeli,2025-05,111,2.5806451612903225
Mungeli,2025-06,72,-0.3513513513513513
Mungeli,2025-07,58,-0.19444444444444442
Mungeli,2025-08,171,1.9482758620689653
Mungeli,2025-09,171,0.0
Mungeli,2025-10,121,-0.29239766081871343
Mungeli,2025-11,115,-0.04958677685950408
Mungeli,2025-12,107,-0.06956521739130439
Munger,2025-01,2337,
Munger,2025-02,208,-0.9109970047068892
Munger,2025-03,161,-0.22596153846153844
Munger,2025-04,92,-0.4285714285714286
Munger,2025-05,143,0.5543478260869565
Munger,2025-06,147,0.027972027972027913
Munger,2025-07,23,-0.8435374149659864
Munger,2025-08,185,7.0434782608695645
Munger,2025-09,155,-0.16216216216216217
Munger,2025-10,263,0.6967741935483871
Munger,2025-11,184,-0.30038022813688214
Munger,2025-12,173,-0.05978260869565222
Murshidabad,2025-01,915,
Murshidabad,2025-02,2148,1.3475409836065575
Murshidabad,2025-03,1435,-0.3319366852886406
Murshidabad,2025-04,822,-0.42717770034843205
Murshidabad,2025-05,2215,1.6946472019464722
Murshidabad,2025-06,1743,-0.21309255079006773
Murshidabad,2025-07,1091,-0.37406769936890416
Murshidabad,2025-08,1478,0.35472043996333635
Murshidabad,2025-09,1688,0.14208389715832204
Murshidabad,2025-10,1889,0.11907582938388628
Murshidabad,2025-11,1330,-0.2959237691900476
Murshidabad,2025-12,1223,-0.08045112781954888
Muzaffarnagar,2025-01,3754,
Muzaffarnagar,2025-02,578,-0.8460309003729356
Muzaffarnagar,2025-03,270,-0.532871972318339
Muzaffarnagar,2025-04,184,-0.31851851851851853
Muzaffarnagar,2025-05,347,0.8858695652173914
Muzaffarnagar,2025-06,369,0.06340057636887608
Muzaffarnagar,2025-07,225,-0.3902439024390244
Muzaffarnagar,2025-08,413,0.8355555555555556
Muzaffarnagar,2025-09,436,0.0556900726392251
Muzaffarnagar,2025-10,493,0.1307339449541285
Muzaffarnagar,2025-11,342,-0.3062880324543611
Muzaffarnagar,2025-12,375,0.09649122807017552
Muzaffarpur,2025-01,17211,
Muzaffarpur,2025-02,741,-0.956946139097089
Muzaffarpur,2025-03,497,-0.3292847503373819
Muzaffarpur,2025-04,340,-0.31589537223340036
Muzaffarpur,2025-05,548,0.611764705882353
Muzaffarpur,2025-06,514,-0.062043795620437936
Muzaffarpur,2025-07,293,-0.42996108949416345
Muzaffarpur,2025-08,691,1.358361774744027
Muzaffarpur,2025-09,605,-0.12445730824891466
Muzaffarpur,2025-10,697,0.1520661157024794
Muzaffarpur,2025-11,564,-0.19081779053084647
Muzaffarpur,2025-12,709,0.2570921985815602
Mysore,2025-01,103,
Mysore,2025-02,159,0.5436893203883495
Mysore,2025-03,66,-0.5849056603773585
Mysore,2025-04,54,-0.18181818181818177
Mysore,2025-05,62,0.14814814814814814
Mysore,2025-06,99,0.596774193548387
Mysore,2025-07,54,-0.4545454545454546
Mysore,2025-08,104,0.9259259259259258
Mysore,2025-09,77,-0.2596153846153846
Mysore,2025-10,119,0.5454545454545454
Mysore,2025-11,111,-0.0672268907563025
Mysore,2025-12,76,-0.3153153153153153
Mysuru,2025-01,1585,
Mysuru,2025-02,166,-0.8952681388012618
Mysuru,2025-03,105,-0.3674698795180723
Mysuru,2025-04,109,0.03809523809523818
Mysuru,2025-05,107,-0.01834862385321101
Mysuru,2025-06,101,-0.05607476635514019
Mysuru,2025-07,40,-0.6039603960396039
Mysuru,2025-08,132,2.3
Mysuru,2025-09,123,-0.06818181818181823
Mysuru,2025-10,157,0.2764227642276422
Mysuru,2025-11,109,-0.30573248407643316
Mysuru,2025-12,108,-0.00917431192660545
N. T. R,2025-01,22,
N. T. R,2025-02,51,1.3181818181818183
N. T. R,2025-03,34,-0.33333333333333337
N. T. R,2025-04,20,-0.4117647058823529
N. T. R,2025-05,39,0.95
N. T. R,2025-06,30,-0.23076923076923073
N. T. R,2025-07,8,-0.7333333333333334
N. T. R,2025-08,26,2.25
N. T. R,2025-09,31,0.1923076923076923
N. T. R,2025-10,28,-0.09677419354838712
N. T. R,2025-11,49,0.75
N. T. R,2025-12,43,-0.12244897959183676
NADIA,2025-02,1,
NUAPADA,2025-01,8,
NUAPADA,2025-03,6,-0.25
NUAPADA,2025-04,2,-0.6666666666666667
NUAPADA,2025-05,8,3.0
NUAPADA,2025-06,8,0.0
NUAPADA,2025-08,2,-0.75
NUAPADA,2025-09,8,3.0
NUAPADA,2025-10,6,-0.25
Nabarangapur,2025-01,1286,
Nabarangapur,2025-02,588,-0.5427682737169518
Nabarangapur,2025-03,488,-0.17006802721088432
Nabarangapur,2025-04,392,-0.19672131147540983
Nabarangapur,2025-05,386,-0.015306122448979553
Nabarangapur,2025-06,546,0.4145077720207253
Nabarangapur,2025-07,108,-0.8021978021978022
Nabarangapur,2025-08,594,4.5
Nabarangapur,2025-09,612,0.030303030303030276
Nabarangapur,2025-10,662,0.08169934640522869
Nabarangapur,2025-11,548,-0.17220543806646527
Nabarangapur,2025-12,402,-0.26642335766423353
Nabarangpur,2025-01,597,
Nadia,2025-01,5054,
Nadia,2025-02,848,-0.8322121092204194
Nadia,2025-03,535,-0.36910377358490565
Nadia,2025-04,364,-0.319626168224299
Nadia,2025-05,722,0.9835164835164836
Nadia,2025-06,528,-0.26869806094182824
Nadia,2025-07,339,-0.3579545454545454
Nadia,2025-08,547,0.6135693215339233
Nadia,2025-09,633,0.15722120658135275
Nadia,2025-10,725,0.1453396524486572
Nadia,2025-11,495,-0.3172413793103448
Nadia,2025-12,518,0.04646464646464654
Nagaon,2025-01,4964,
Nagaon,2025-02,545,-0.8902095084609186
Nagaon,2025-03,346,-0.36513761467889905
Nagaon,2025-04,319,-0.0780346820809249
Nagaon,2025-05,429,0.3448275862068966
Nagaon,2025-06,458,0.06759906759906764
Nagaon,2025-07,255,-0.4432314410480349
Nagaon,2025-08,649,1.5450980392156861
Nagaon,2025-09,447,-0.31124807395993837
Nagaon,2025-10,504,0.12751677852348986
Nagaon,2025-11,367,-0.27182539682539686
Nagaon,2025-12,278,-0.24250681198910085
Nagapattinam,2025-01,188,
Nagapattinam,2025-02,316,0.6808510638297873
Nagapattinam,2025-03,238,-0.24683544303797467
Nagapattinam,2025-04,86,-0.6386554621848739
Nagapattinam,2025-05,90,0.04651162790697683
Nagapattinam,2025-06,120,0.33333333333333326
Nagapattinam,2025-07,73,-0.3916666666666667
Nagapattinam,2025-08,144,0.9726027397260273
Nagapattinam,2025-09,163,0.13194444444444442
Nagapattinam,2025-10,189,0.1595092024539877
Nagapattinam,2025-11,151,-0.20105820105820105
Nagapattinam,2025-12,155,0.026490066225165476
Nagarkurnool,2025-01,58,
Nagarkurnool,2025-02,112,0.9310344827586208
Nagarkurnool,2025-03,73,-0.3482142857142857
Nagarkurnool,2025-04,54,-0.26027397260273977
Nagarkurnool,2025-05,22,-0.5925925925925926
Nagarkurnool,2025-06,34,0.5454545454545454
Nagarkurnool,2025-07,22,-0.3529411764705882
Nagarkurnool,2025-08,90,3.090909090909091
Nagarkurnool,2025-09,78,-0.1333333333333333
Nagarkurnool,2025-10,74,-0.05128205128205132
Nagarkurnool,2025-11,51,-0.31081081081081086
Nagarkurnool,2025-12,77,0.5098039215686274
Nagaur,2025-01,4900,
Nagaur,2025-02,683,-0.8606122448979592
Nagaur,2025-03,603,-0.1171303074670571
Nagaur,2025-04,412,-0.3167495854063018
Nagaur,2025-05,439,0.06553398058252435
Nagaur,2025-06,497,0.13211845102505704
Nagaur,2025-07,301,-0.3943661971830986
Nagaur,2025-08,717,1.382059800664452
Nagaur,2025-09,763,0.0641562064156207
Nagaur,2025-10,794,0.04062909567496731
Nagaur,2025-11,556,-0.2997481108312342
Nagaur,2025-12,633,0.13848920863309355
Nagpur,2025-01,2877,
Nagpur,2025-02,679,-0.7639902676399026
Nagpur,2025-03,338,-0.5022091310751104
Nagpur,2025-04,202,-0.4023668639053254
Nagpur,2025-05,216,0.06930693069306937
Nagpur,2025-06,182,-0.15740740740740744
Nagpur,2025-07,193,0.06043956043956045
Nagpur,2025-08,417,1.1606217616580312
Nagpur,2025-09,423,0.014388489208633004
Nagpur,2025-10,541,0.27895981087470445
Nagpur,2025-11,382,-0.2939001848428835
Nagpur,2025-12,398,0.041884816753926746
Nainital,2025-01,859,
Nainital,2025-02,111,-0.8707799767171129
Nainital,2025-03,132,0.18918918918918926
Nainital,2025-04,82,-0.3787878787878788
Nainital,2025-05,72,-0.12195121951219512
Nainital,2025-06,105,0.45833333333333326
Nainital,2025-07,63,-0.4
Nainital,2025-08,146,1.3174603174603177
Nainital,2025-09,165,0.13013698630136994
Nainital,2025-10,176,0.06666666666666665
Nainital,2025-11,131,-0.25568181818181823
Nainital,2025-12,103,-0.2137404580152672
Najafgarh,2025-02,3,
Najafgarh,2025-03,1,-0.6666666666666667
Najafgarh,2025-05,1,0.0
Najafgarh,2025-06,5,4.0
Najafgarh,2025-07,1,-0.8
Najafgarh,2025-08,1,0.0
Najafgarh,2025-10,1,0.0
Najafgarh,2025-12,3,2.0
Nalanda,2025-01,5210,
Nalanda,2025-02,541,-0.8961612284069098
Nalanda,2025-03,332,-0.38632162661737524
Nalanda,2025-04,171,-0.4849397590361446
Nalanda,2025-05,405,1.3684210526315788
Nalanda,2025-06,514,0.2691358024691357
Nalanda,2025-07,139,-0.7295719844357977
Nalanda,2025-08,466,2.352517985611511
Nalanda,2025-09,342,-0.2660944206008584
Nalanda,2025-10,463,0.35380116959064334
Nalanda,2025-11,343,-0.25917926565874727
Nalanda,2025-12,460,0.3411078717201166
Nalbari,2025-01,707,
Nalbari,2025-02,246,-0.652050919377652
Nalbari,2025-03,171,-0.30487804878048785
Nalbari,2025-04,217,0.26900584795321647
Nalbari,2025-05,288,0.3271889400921659
Nalbari,2025-06,196,-0.3194444444444444
Nalbari,2025-07,51,-0.7397959183673469
Nalbari,2025-08,196,2.843137254901961
Nalbari,2025-09,113,-0.423469387755102
Nalbari,2025-10,109,-0.03539823008849563
Nalbari,2025-11,130,0.19266055045871555
Nalbari,2025-12,82,-0.36923076923076925
Nalgonda,2025-01,658,
Nalgonda,2025-02,1076,0.6352583586626139
Nalgonda,2025-03,644,-0.4014869888475836
Nalgonda,2025-04,438,-0.3198757763975155
Nalgonda,2025-05,304,-0.30593607305936077
Nalgonda,2025-06,508,0.6710526315789473
Nalgonda,2025-07,270,-0.46850393700787396
Nalgonda,2025-08,826,2.0592592592592593
Nalgonda,2025-09,824,-0.002421307506053294
Nalgonda,2025-10,862,0.04611650485436902
Nalgonda,2025-11,576,-0.3317865429234339
Nalgonda,2025-12,776,0.3472222222222223
Namakkal,2025-01,240,
Namakkal,2025-02,421,0.7541666666666667
Namakkal,2025-03,192,-0.5439429928741093
Namakkal,2025-04,88,-0.5416666666666667
Namakkal,2025-05,94,0.06818181818181812
Namakkal,2025-06,158,0.6808510638297873
Namakkal,2025-07,70,-0.5569620253164558
Namakkal,2025-08,170,1.4285714285714284
Namakkal,2025-09,216,0.2705882352941176
Namakkal,2025-10,263,0.21759259259259256
Namakkal,2025-11,169,-0.35741444866920147
Namakkal,2025-12,144,-0.14792899408284022
Namchi,2025-02,1,
Namchi,2025-03,1,0.0
Namchi,2025-05,1,0.0
Namchi,2025-09,3,2.0
Namchi,2025-11,1,-0.6666666666666667
Namsai,2025-01,3,
Namsai,2025-02,7,1.3333333333333335
Namsai,2025-03,11,0.5714285714285714
Namsai,2025-04,1,-0.9090909090909091
Namsai,2025-05,5,4.0
Namsai,2025-06,4,-0.19999999999999996
Namsai,2025-07,3,-0.25
Namsai,2025-08,14,3.666666666666667
Namsai,2025-09,8,-0.4285714285714286
Namsai,2025-10,3,-0.625
Namsai,2025-11,1,-0.6666666666666667
Namsai,2025-12,7,6.0
Nanded,2025-01,4933,
Nanded,2025-02,462,-0.906345023312386
Nanded,2025-03,340,-0.2640692640692641
Nanded,2025-04,250,-0.2647058823529411
Nanded,2025-05,127,-0.492
Nanded,2025-06,198,0.5590551181102361
Nanded,2025-07,92,-0.5353535353535354
Nanded,2025-08,385,3.1847826086956523
Nanded,2025-09,450,0.16883116883116878
Nanded,2025-10,369,-0.18000000000000005
Nanded,2025-11,362,-0.01897018970189701
Nanded,2025-12,324,-0.10497237569060769
Nandurbar,2025-01,5324,
Nandurbar,2025-02,348,-0.9346356123215628
Nandurbar,2025-03,282,-0.18965517241379315
Nandurbar,2025-04,119,-0.5780141843971631
Nandurbar,2025-05,171,0.4369747899159664
Nandurbar,2025-06,139,-0.1871345029239766
Nandurbar,2025-07,109,-0.2158273381294964
Nandurbar,2025-08,294,1.6972477064220182
Nandurbar,2025-09,382,0.2993197278911566
Nandurbar,2025-10,348,-0.08900523560209428
Nandurbar,2025-11,284,-0.1839080459770115
Nandurbar,2025-12,252,-0.11267605633802813
Nandurbar *,2025-01,3,
Nandurbar *,2025-02,7,1.3333333333333335
Nandurbar *,2025-03,3,-0.5714285714285714
Nandurbar *,2025-04,3,0.0
Nandurbar *,2025-05,11,2.6666666666666665
Nandurbar *,2025-06,4,-0.6363636363636364
Nandurbar *,2025-07,1,-0.75
Nandurbar *,2025-08,8,7.0
Nandurbar *,2025-09,8,0.0
Nandurbar *,2025-10,4,-0.5
Nandurbar *,2025-11,4,0.0
Nandurbar *,2025-12,7,0.75
Nandyal,2025-01,30,
Nandyal,2025-02,54,0.8
Nandyal,2025-03,31,-0.42592592592592593
Nandyal,2025-04,8,-0.7419354838709677
Nandyal,2025-05,46,4.75
Nandyal,2025-06,42,-0.08695652173913049
Nandyal,2025-07,30,-0.2857142857142857
Nandyal,2025-08,36,0.19999999999999996
Nandyal,2025-09,22,-0.38888888888888884
Nandyal,2025-10,35,0.5909090909090908
Nandyal,2025-11,19,-0.4571428571428572
Nandyal,2025-12,22,0.1578947368421053
Narayanpet,2025-01,50,
Narayanpet,2025-02,84,0.6799999999999999
Narayanpet,2025-03,63,-0.25
Narayanpet,2025-04,35,-0.4444444444444444
Narayanpet,2025-05,20,-0.4285714285714286
Narayanpet,2025-06,53,1.65
Narayanpet,2025-07,20,-0.6226415094339622
Narayanpet,2025-08,84,3.2
Narayanpet,2025-09,59,-0.29761904761904767
Narayanpet,2025-10,55,-0.06779661016949157
Narayanpet,2025-11,73,0.3272727272727274
Narayanpet,2025-12,78,0.06849315068493156
Narayanpur,2025-01,23,
Narayanpur,2025-02,34,0.4782608695652173
Narayanpur,2025-03,23,-0.32352941176470584
Narayanpur,2025-04,9,-0.6086956521739131
Narayanpur,2025-05,38,3.2222222222222223
Narayanpur,2025-06,15,-0.6052631578947368
Narayanpur,2025-07,15,0.0
Narayanpur,2025-08,36,1.4
Narayanpur,2025-09,27,-0.25
Narayanpur,2025-10,31,0.14814814814814814
Narayanpur,2025-11,15,-0.5161290322580645
Narayanpur,2025-12,20,0.33333333333333326
Narmada,2025-01,59,
Narmada,2025-02,94,0.5932203389830508
Narmada,2025-03,54,-0.42553191489361697
Narmada,2025-04,15,-0.7222222222222222
Narmada,2025-05,4,-0.7333333333333334
Narmada,2025-06,26,5.5
Narmada,2025-07,19,-0.2692307692307693
Narmada,2025-08,84,3.421052631578948
Narmada,2025-09,69,-0.1785714285714286
Narmada,2025-10,70,0.01449275362318847
Narmada,2025-11,69,-0.014285714285714235
Narmada,2025-12,68,-0.01449275362318836
Narmadapuram,2025-01,19,
Narmadapuram,2025-02,43,1.263157894736842
Narmadapuram,2025-03,16,-0.627906976744186
Narmadapuram,2025-04,12,-0.25
Narmadapuram,2025-05,19,0.5833333333333333
Narmadapuram,2025-06,20,0.05263157894736836
Narmadapuram,2025-07,11,-0.44999999999999996
Narmadapuram,2025-08,46,3.1818181818181817
Narmadapuram,2025-09,34,-0.26086956521739135
Narmadapuram,2025-10,30,-0.11764705882352944
Narmadapuram,2025-11,28,-0.06666666666666665
Narmadapuram,2025-12,46,0.6428571428571428
Narsimhapur,2025-01,36,
Narsimhapur,2025-02,66,0.8333333333333333
Narsimhapur,2025-03,38,-0.4242424242424242
Narsimhapur,2025-04,27,-0.2894736842105263
Narsimhapur,2025-05,28,0.03703703703703698
Narsimhapur,2025-06,38,0.3571428571428572
Narsimhapur,2025-07,20,-0.4736842105263158
Narsimhapur,2025-08,69,2.45
Narsimhapur,2025-09,69,0.0
Narsimhapur,2025-10,73,0.05797101449275366
Narsimhapur,2025-11,50,-0.31506849315068497
Narsimhapur,2025-12,42,-0.16000000000000003
Narsinghpur,2025-01,848,
Narsinghpur,2025-02,223,-0.7370283018867925
Narsinghpur,2025-03,113,-0.49327354260089684
Narsinghpur,2025-04,85,-0.24778761061946908
Narsinghpur,2025-05,86,0.0117647058823529
Narsinghpur,2025-06,135,0.569767441860465
Narsinghpur,2025-07,80,-0.40740740740740744
Narsinghpur,2025-08,261,2.2625
Narsinghpur,2025-09,254,-0.026819923371647514
Narsinghpur,2025-10,265,0.04330708661417315
Narsinghpur,2025-11,154,-0.4188679245283019
Narsinghpur,2025-12,219,0.42207792207792205
Nashik,2025-01,7032,
Nashik,2025-02,1220,-0.8265073947667805
Nashik,2025-03,649,-0.46803278688524586
Nashik,2025-04,433,-0.3328197226502311
Nashik,2025-05,317,-0.2678983833718245
Nashik,2025-06,217,-0.3154574132492114
Nashik,2025-07,306,0.41013824884792616
Nashik,2025-08,813,1.656862745098039
Nashik,2025-09,815,0.002460024600245969
Nashik,2025-10,817,0.0024539877300613355
Nashik,2025-11,799,-0.022031823745410017
Nashik,2025-12,776,-0.028785982478097605
Navsari,2025-01,884,
Navsari,2025-02,123,-0.8608597285067874
Navsari,2025-03,65,-0.4715447154471545
Navsari,2025-04,26,-0.6
Navsari,2025-05,34,0.3076923076923077
Navsari,2025-06,68,1.0
Navsari,2025-07,16,-0.7647058823529411
Navsari,2025-08,142,7.875
Navsari,2025-09,123,-0.1338028169014085
Navsari,2025-10,89,-0.2764227642276422
Navsari,2025-11,93,0.04494382022471921
Navsari,2025-12,107,0.15053763440860224
Nawada,2025-01,5389,
Nawada,2025-02,531,-0.9014659491556876
Nawada,2025-03,339,-0.3615819209039548
Nawada,2025-04,308,-0.09144542772861353
Nawada,2025-05,418,0.3571428571428572
Nawada,2025-06,652,0.5598086124401913
Nawada,2025-07,277,-0.5751533742331288
Nawada,2025-08,489,0.7653429602888087
Nawada,2025-09,471,-0.036809815950920255
Nawada,2025-10,468,-0.006369426751592355
Nawada,2025-11,420,-0.10256410256410253
Nawada,2025-12,412,-0.01904761904761909
Nawanshahr,2025-01,4,
Nawanshahr,2025-02,12,2.0
Nawanshahr,2025-03,14,0.16666666666666674
Nawanshahr,2025-05,14,0.0
Nawanshahr,2025-06,5,-0.6428571428571428
Nawanshahr,2025-07,1,-0.8
Nawanshahr,2025-08,1,0.0
Nawanshahr,2025-09,3,2.0
Nawanshahr,2025-10,8,1.6666666666666665
Nawanshahr,2025-11,11,0.375
Nawanshahr,2025-12,1,-0.9090909090909091
Nayagarh,2025-01,192,
Nayagarh,2025-02,370,0.9270833333333333
Nayagarh,2025-03,138,-0.6270270270270271
Nayagarh,2025-04,196,0.42028985507246386
Nayagarh,2025-05,150,-0.23469387755102045
Nayagarh,2025-06,154,0.026666666666666616
Nayagarh,2025-07,46,-0.7012987012987013
Nayagarh,2025-08,266,4.782608695652174
Nayagarh,2025-09,250,-0.06015037593984962
Nayagarh,2025-10,254,0.016000000000000014
Nayagarh,2025-11,162,-0.36220472440944884
Nayagarh,2025-12,132,-0.18518518518518523
Neemuch,2025-01,109,
Neemuch,2025-02,367,2.36697247706422
Neemuch,2025-03,151,-0.5885558583106267
Neemuch,2025-04,107,-0.29139072847682124
Neemuch,2025-05,243,1.2710280373831777
Neemuch,2025-06,151,-0.37860082304526754
Neemuch,2025-07,147,-0.026490066225165587
Neemuch,2025-08,252,0.7142857142857142
Neemuch,2025-09,358,0.4206349206349207
Neemuch,2025-10,325,-0.09217877094972071
Neemuch,2025-11,223,-0.3138461538461539
Neemuch,2025-12,188,-0.15695067264573992
Nellore,2025-01,201,
Nellore,2025-02,377,0.8756218905472637
Nellore,2025-03,216,-0.42705570291777184
Nellore,2025-04,108,-0.5
Nellore,2025-05,205,0.8981481481481481
Nellore,2025-06,221,0.07804878048780495
Nellore,2025-07,123,-0.4434389140271493
